aX,aY,aZ,gX,gY,gZ
0.326,-1.698,-1.346,-51.646,41.159,-37.744
0.321,-1.675,-1.269,-26.890,29.451,-22.256
0.316,-1.607,-1.184,-12.256,20.122,-10.549
0.285,-1.521,-1.123,1.585,15.854,-2.195
0.270,-1.461,-1.089,6.890,7.195,7.195
0.261,-1.406,-1.047,12.927,3.354,13.171
0.240,-1.293,-1.016,18.780,-5.732,17.805
0.204,-1.207,-0.974,25.427,-9.024,20.244
0.168,-1.125,-0.937,30.549,-19.207,24.390
0.146,-1.083,-0.882,39.512,-23.963,23.841
0.137,-1.075,-0.821,47.988,-27.439,28.902
0.104,-1.084,-0.773,59.695,-34.085,28.659
0.080,-1.087,-0.724,69.878,-32.317,32.378
0.051,-1.080,-0.709,80.549,-36.220,36.463
0.034,-1.047,-0.646,91.646,-39.817,39.817
0.015,-0.988,-0.586,105.549,-46.037,42.927
-0.017,-0.947,-0.534,125.183,-47.073,44.146
-0.049,-0.966,-0.436,151.829,-46.707,50.854
-0.082,-1.071,-0.362,184.268,-43.902,57.561
-0.113,-1.162,-0.310,223.110,-38.049,67.256
-0.105,-1.226,-0.293,269.756,-35.244,81.463
-0.124,-1.254,-0.272,307.012,-30.366,92.927
-0.141,-1.269,-0.255,342.683,-22.561,104.634
-0.116,-1.237,-0.233,383.537,-18.476,118.659
-0.136,-1.143,-0.241,423.171,-13.902,134.207
-0.105,-1.088,-0.268,467.561,-11.646,142.561
-0.094,-1.038,-0.290,511.037,-6.463,158.902
-0.126,-1.041,-0.324,557.622,-4.146,169.817
-0.112,-1.023,-0.364,605.366,-5.793,183.354
-0.110,-0.996,-0.399,646.219,-7.195,197.012
-0.119,-0.974,-0.396,685.549,-7.927,205.427
-0.131,-0.944,-0.379,724.878,-13.598,220.793
-0.120,-0.917,-0.323,755.610,-13.780,226.585
-0.123,-0.852,-0.268,775.122,-15.610,236.280
-0.100,-0.787,-0.215,790.793,-10.854,240.305
-0.107,-0.702,-0.218,791.707,-9.207,250.915
-0.108,-0.617,-0.231,791.524,-11.280,259.024
-0.135,-0.448,-0.261,773.598,-11.463,246.159
-0.118,-0.232,-0.297,755.122,-16.463,247.561
-0.136,-0.061,-0.336,735.610,-20.183,233.110
-0.175,-0.051,-0.312,710.610,-25.915,222.744
-0.194,0.093,-0.324,676.341,-37.012,213.720
-0.205,0.060,-0.253,648.110,-55.610,195.793
-0.216,-0.027,-0.181,627.988,-61.646,188.659
-0.252,0.023,-0.075,592.683,-73.537,168.537
-0.250,0.047,0.048,552.988,-85.061,160.000
-0.270,-0.054,0.226,517.378,-103.841,155.427
-0.300,-0.127,0.438,487.805,-107.744,148.232
-0.384,-0.079,0.640,449.207,-103.049,132.500
-0.368,-0.060,0.778,416.524,-104.756,116.768
-0.360,-0.142,0.941,381.646,-100.854,105.000
-0.412,-0.301,1.068,352.500,-86.585,96.707
-0.449,-0.313,1.088,330.610,-77.622,98.720
-0.435,-0.403,1.092,303.476,-70.122,91.463
-0.416,-0.459,1.129,284.878,-70.732,89.329
-0.408,-0.386,1.096,253.780,-65.122,88.232
-0.439,-0.122,1.130,229.024,-67.378,85.366
-0.466,-0.113,1.190,211.341,-66.768,76.098
-0.450,-0.249,1.189,203.293,-58.537,74.939
-0.445,-0.358,1.208,195.915,-60.122,72.866
-0.413,-0.555,1.186,196.951,-59.512,76.646
-0.426,-0.275,1.225,199.573,-58.902,84.634
-0.453,-0.448,1.247,185.061,-64.024,82.622
-0.397,-0.333,1.369,186.524,-60.305,86.280
-0.466,-0.047,1.434,176.890,-56.037,96.402
-0.436,-0.240,1.478,171.707,-49.512,88.841
-0.392,0.108,1.505,170.793,-38.354,91.402
-0.471,0.266,1.466,149.390,-34.756,80.061
-0.440,0.222,1.486,151.220,-24.024,80.183
-0.450,0.217,1.452,144.573,-23.720,75.915
-0.425,0.265,1.404,135.793,-19.695,70.671
-0.445,0.348,1.375,119.207,-20.305,66.280
-0.465,0.383,1.396,103.476,-21.220,54.573
-0.463,0.389,1.426,86.159,-14.390,50.549
-0.431,0.397,1.460,76.829,-12.256,45.000
-0.462,0.417,1.512,56.280,-10.183,33.659
-0.452,0.437,1.545,49.268,-2.378,33.171
-0.444,0.399,1.562,42.988,10.854,20.671
-0.435,0.369,1.524,35.305,19.939,16.646
-0.426,0.309,1.443,31.951,26.829,14.207
-0.405,0.264,1.354,28.720,33.720,12.805
-0.397,0.190,1.257,27.134,38.110,9.329
-0.367,0.164,1.140,25.671,43.902,11.585

-0.489,-0.526,1.568,-600.366,16.768,-100.000
-0.490,-0.540,1.620,-596.463,29.512,-93.780
-0.482,-0.535,1.635,-581.768,30.427,-87.317
-0.446,-0.554,1.691,-567.195,39.756,-93.598
-0.450,-0.514,1.708,-564.024,58.598,-80.244
-0.431,-0.529,1.694,-546.585,69.268,-75.549
-0.413,-0.462,1.649,-526.463,83.720,-74.268
-0.378,-0.429,1.523,-511.463,106.463,-77.683
-0.348,-0.348,1.337,-480.000,126.768,-75.000
-0.270,-0.294,1.104,-456.280,139.451,-70.488
-0.243,-0.297,0.875,-430.976,153.963,-77.927
-0.171,-0.286,0.626,-393.902,165.549,-77.378
-0.079,-0.298,0.409,-366.951,175.610,-72.317
-0.093,-0.390,0.210,-343.476,190.732,-72.500
-0.008,-0.250,-0.086,-311.098,203.171,-75.793
0.080,-0.365,-0.410,-284.756,185.061,-78.110
0.094,-0.346,-0.527,-264.817,165.305,-74.146
0.152,-0.376,-0.659,-236.159,167.073,-76.890
0.167,-0.424,-0.810,-221.890,157.012,-77.805
0.212,-0.543,-0.909,-195.610,144.573,-73.537
0.239,-0.623,-0.995,-172.988,134.756,-75.061
0.287,-0.765,-1.090,-150.610,132.988,-72.256
0.309,-0.814,-1.218,-137.378,126.341,-70.244
0.328,-0.902,-1.340,-129.329,110.000,-70.732
0.338,-0.997,-1.398,-124.390,91.585,-69.146
0.359,-1.091,-1.418,-116.280,79.207,-66.220
0.349,-1.188,-1.440,-112.622,64.512,-60.122
0.341,-1.274,-1.433,-109.512,54.878,-59.573
0.325,-1.395,-1.371,-99.756,37.988,-55.732
0.320,-1.450,-1.331,-89.085,31.768,-49.146
0.304,-1.501,-1.303,-76.829,24.451,-33.110
0.280,-1.484,-1.305,-61.585,12.744,-18.720
0.273,-1.436,-1.318,-48.902,6.220,-10.488
0.248,-1.373,-1.299,-33.780,-3.415,-1.159
0.235,-1.315,-1.246,-21.707,-9.573,5.061
0.223,-1.240,-1.227,-5.671,-12.927,9.878
0.188,-1.157,-1.202,11.524,-20.000,18.537
0.152,-1.080,-1.187,29.695,-31.951,23.963
0.112,-0.992,-1.180,52.012,-34.939,29.939
0.059,-0.913,-1.146,65.000,-41.098,31.890
0.028,-0.895,-1.052,92.256,-51.402,34.207
-0.018,-0.878,-0.962,115.610,-57.927,36.341
-0.074,-0.912,-0.856,141.159,-71.829,40.061
-0.108,-0.953,-0.673,174.146,-79.817,46.159
-0.139,-0.956,-0.484,208.598,-66.707,52.805
-0.188,-0.938,-0.356,250.366,-62.988,60.610
-0.219,-0.927,-0.247,298.720,-57.012,67.378
-0.262,-0.908,-0.115,347.378,-45.671,74.085
-0.283,-0.980,0.006,400.976,-30.305,86.402
-0.293,-1.049,0.055,460.305,-13.720,95.854
-0.260,-1.126,0.045,520.732,1.098,110.793
-0.222,-1.201,-0.016,576.768,18.232,123.354
-0.192,-1.304,-0.136,639.817,32.927,140.000
-0.145,-1.307,-0.308,700.305,41.402,156.646
-0.092,-1.325,-0.514,755.000,47.256,173.415
-0.064,-1.375,-0.711,807.744,52.927,194.268
-0.004,-1.257,-0.960,854.024,53.780,213.293
0.042,-1.243,-1.168,903.354,29.207,228.963
0.055,-1.136,-1.226,937.561,1.585,246.768
0.067,-0.947,-1.183,973.659,-18.659,256.280
0.022,-0.812,-1.164,998.354,-39.146,270.488
-0.008,-0.512,-0.961,1010.549,-59.451,278.171
-0.028,-0.248,-0.768,1022.012,-80.793,282.683
-0.129,-0.040,-0.478,1008.781,-102.622,278.232
-0.208,0.353,-0.146,986.159,-107.195,274.329
-0.259,0.536,0.085,942.683,-104.268,256.768
-0.341,0.708,0.286,879.268,-100.793,224.573
-0.349,0.644,0.491,811.951,-96.402,191.402
-0.349,0.598,0.608,741.524,-91.890,173.049
-0.394,0.630,0.733,656.585,-88.049,146.280
-0.421,0.406,0.866,577.439,-87.012,116.463
-0.430,0.247,1.003,508.963,-79.878,100.366
-0.436,0.104,1.038,440.061,-66.463,86.341
-0.455,-0.005,1.085,383.110,-63.415,70.427
-0.455,-0.119,1.147,332.927,-57.073,65.671
-0.458,-0.206,1.184,287.134,-49.024,51.524
-0.439,-0.262,1.178,249.756,-42.012,47.317
-0.437,-0.332,1.197,222.622,-39.268,43.110
-0.402,-0.319,1.188,200.549,-26.524,46.463
-0.375,-0.311,1.127,181.951,-17.805,44.207
-0.358,-0.365,1.078,174.573,-13.598,47.378
-0.370,-0.394,0.979,178.232,-7.805,48.659
-0.370,-0.424,0.860,182.012,-7.378,51.585
-0.348,-0.300,0.746,190.732,-8.659,60.915
-0.308,-0.222,0.643,194.451,-16.402,63.476
-0.293,-0.220,0.575,197.317,-23.598,64.939
-0.285,-0.248,0.553,192.195,-30.732,65.793
-0.278,-0.225,0.586,184.695,-42.927,67.012
-0.292,-0.199,0.671,170.854,-52.927,67.866
-0.309,-0.167,0.767,157.317,-61.829,70.366
-0.301,-0.203,0.906,143.171,-66.829,65.549
-0.326,-0.164,1.044,125.488,-69.878,66.463
-0.352,-0.106,1.175,107.805,-76.707,65.427
-0.364,-0.090,1.346,86.220,-74.451,67.927
-0.397,0.071,1.458,67.195,-64.695,66.463
-0.409,0.176,1.510,41.159,-54.329,64.024
-0.411,0.244,1.552,20.183,-48.476,56.463
-0.408,0.324,1.587,-1.037,-40.183,50.427
-0.423,0.380,1.571,-16.402,-28.598,45.549
-0.420,0.428,1.513,-24.268,-22.927,40.671
-0.418,0.500,1.454,-30.488,-15.610,39.085
-0.402,0.537,1.384,-29.634,-11.463,33.476
-0.410,0.590,1.328,-29.024,-4.634,29.695
-0.349,0.583,1.250,-24.024,1.707,23.232
-0.400,0.613,1.197,-17.622,0.427,19.207
-0.402,0.596,1.177,-5.305,3.841,16.280
-0.381,0.595,1.104,7.683,5.732,20.488
-0.375,0.599,1.078,19.207,6.159,10.305
-0.380,0.526,1.054,22.866,4.268,8.720
-0.344,0.439,1.063,35.122,4.268,7.866
-0.354,0.353,1.045,42.317,1.341,9.268
-0.345,0.293,1.063,47.744,2.927,6.220
-0.336,0.245,1.057,40.915,5.122,3.110
-0.305,0.191,1.084,42.805,4.512,2.622
-0.308,0.119,1.066,36.951,6.037,1.098
-0.305,0.060,1.067,28.902,8.659,0.610
-0.326,0.024,1.062,24.939,9.207,0.610
-0.319,-0.029,1.030,17.378,9.756,-0.244
-0.293,-0.052,1.022,11.159,12.500,-1.037

-0.474,-0.515,1.385,-608.963,18.171,-71.707
-0.460,-0.556,1.411,-654.268,26.159,-75.793
-0.448,-0.534,1.434,-699.512,25.915,-83.598
-0.459,-0.411,1.304,-743.537,30.427,-89.268
-0.374,-0.448,1.209,-789.512,26.280,-93.476
-0.373,-0.409,1.201,-834.207,36.402,-98.232
-0.404,-0.330,1.006,-893.049,37.012,-107.988
-0.408,-0.327,0.908,-951.585,25.732,-119.451
-0.413,-0.250,0.709,-1012.378,17.683,-127.439
-0.425,-0.200,0.658,-1062.317,4.207,-138.415
-0.423,-0.185,0.584,-1095.183,-7.927,-146.402
-0.416,-0.131,0.573,-1125.427,-19.634,-157.561
-0.449,-0.218,0.585,-1123.719,-31.768,-162.744
-0.475,-0.403,0.630,-1102.500,-32.805,-160.549
-0.470,-0.646,0.633,-1062.866,-52.805,-158.780
-0.542,-0.932,0.765,-1006.890,-52.500,-154.878
-0.577,-1.234,0.942,-945.976,-65.976,-143.720
-0.623,-1.468,1.195,-855.427,-65.610,-106.037
-0.678,-1.428,1.419,-761.037,-65.061,-73.841
-0.592,-1.348,1.656,-660.183,-60.610,-46.524
-0.610,-1.194,1.944,-567.195,-40.244,-16.220
-0.556,-0.732,2.090,-478.537,-6.098,10.488
-0.544,-0.454,2.118,-412.256,21.341,23.841
-0.557,-0.171,2.089,-357.500,48.232,32.073
-0.536,0.028,1.958,-314.451,74.695,31.037
-0.489,0.205,1.831,-278.049,96.280,31.402
-0.454,0.305,1.629,-255.976,117.378,22.073
-0.393,0.342,1.435,-229.390,135.366,14.634
-0.332,0.573,1.202,-218.598,157.744,8.963
-0.248,0.956,0.950,-214.573,184.756,-4.512
-0.209,1.241,0.597,-222.988,191.646,-31.402
-0.184,1.077,0.335,-225.915,172.439,-67.988
-0.127,0.704,0.324,-216.280,163.110,-88.415
-0.076,0.345,0.163,-215.488,184.146,-105.732
-0.015,-0.023,-0.019,-196.524,182.317,-118.476
0.035,-0.341,-0.119,-180.976,181.829,-123.659
0.090,-0.581,-0.249,-166.220,183.780,-118.841
0.135,-0.774,-0.417,-153.171,191.646,-118.841
0.204,-0.901,-0.610,-137.134,186.951,-117.927
0.271,-1.016,-0.777,-129.756,181.646,-109.451
0.350,-1.133,-0.921,-119.573,167.866,-99.024
0.370,-1.309,-1.030,-99.329,160.000,-94.329
0.432,-1.533,-1.165,-62.561,162.927,-84.207
0.394,-1.536,-1.393,-35.427,146.890,-70.732
0.389,-1.618,-1.564,0.183,125.061,-53.780
0.397,-1.630,-1.624,30.122,100.366,-36.037
0.418,-1.628,-1.625,68.293,78.354,-18.232
0.388,-1.605,-1.622,106.707,57.439,2.134
0.375,-1.532,-1.525,143.963,42.622,13.841
0.333,-1.502,-1.373,191.037,24.695,29.573
0.298,-1.424,-1.252,241.768,10.000,39.146
0.284,-1.402,-1.116,289.573,0.183,55.427
0.260,-1.455,-1.002,339.695,0.305,64.756
0.231,-1.530,-0.943,388.537,-0.854,82.195
0.195,-1.601,-0.905,443.598,2.744,99.329
0.184,-1.641,-0.972,488.415,8.171,115.488
0.179,-1.670,-1.097,524.695,5.793,133.537
0.168,-1.687,-1.244,552.561,-5.427,151.890
0.146,-1.643,-1.336,571.890,-14.878,163.171
0.132,-1.508,-1.429,586.707,-28.415,180.915
0.115,-1.320,-1.452,601.585,-56.220,189.451
0.060,-1.146,-1.316,605.732,-82.134,197.622
0.045,-0.877,-1.112,612.500,-99.878,200.244
0.003,-0.573,-0.885,617.988,-125.061,206.829
-0.063,-0.283,-0.558,625.366,-146.707,207.866
-0.154,-0.146,-0.140,633.476,-151.037,197.378
-0.241,-0.009,0.163,647.866,-143.049,195.000
-0.311,0.130,0.476,656.768,-133.293,188.780
-0.352,0.212,0.754,662.317,-118.476,183.476
-0.422,0.326,0.988,672.256,-91.402,170.427
-0.429,0.263,1.083,683.841,-59.024,163.598
-0.456,0.217,1.027,700.976,-42.317,162.439
-0.477,0.220,0.898,715.671,-25.549,153.963
-0.455,0.128,0.743,726.281,-13.049,149.939
-0.436,-0.114,0.571,739.268,-10.305,150.915
-0.413,0.144,0.416,750.183,-8.659,152.317
-0.372,0.275,0.279,745.915,-11.585,140.976
-0.327,0.293,0.231,738.354,-30.610,134.817
-0.325,0.177,0.326,737.683,-41.341,126.463
-0.339,0.090,0.349,725.671,-50.915,123.598
-0.356,-0.040,0.491,720.000,-66.220,118.293
-0.378,-0.265,0.604,720.061,-73.598,112.561
-0.385,-0.625,0.765,706.524,-87.073,111.829
-0.417,-0.596,0.971,682.744,-85.427,122.683
-0.439,-0.502,1.126,631.585,-87.927,112.256
-0.460,-0.460,1.331,593.110,-88.598,111.341
-0.471,-0.260,1.528,526.890,-82.012,94.024
-0.472,-0.578,1.590,468.232,-77.927,86.463
-0.500,-0.768,1.674,407.622,-60.793,77.805
-0.524,-0.746,1.642,341.280,-51.280,75.732
-0.524,-0.774,1.659,271.341,-51.585,73.415
-0.499,-0.642,1.713,202.622,-45.793,68.171
-0.503,-0.542,1.743,132.927,-37.439,61.646
-0.501,-0.471,1.776,73.902,-29.878,55.976
-0.479,-0.396,1.761,21.220,-24.573,47.561
-0.479,-0.324,1.716,-21.098,-17.744,44.878
-0.477,-0.259,1.702,-56.524,-8.171,40.366
-0.464,-0.165,1.668,-82.988,-2.683,35.671
-0.451,-0.039,1.637,-100.732,7.195,39.329
-0.431,0.089,1.563,-112.012,16.037,34.573
-0.414,0.207,1.484,-109.329,22.622,36.098
-0.397,0.318,1.343,-108.232,32.073,36.341
-0.388,0.455,1.234,-100.610,39.573,37.744
-0.367,0.577,1.081,-85.915,42.073,32.012
-0.323,0.652,0.970,-73.049,48.354,30.671
-0.316,0.726,0.844,-52.927,50.793,32.622
-0.300,0.745,0.691,-32.866,54.146,26.402
-0.294,0.771,0.533,-8.780,52.927,26.524
-0.267,0.760,0.388,16.159,42.012,23.049
-0.270,0.661,0.297,37.622,25.549,17.683
-0.250,0.562,0.274,59.634,13.902,16.524
-0.245,0.453,0.294,74.634,5.549,15.732
-0.254,0.378,0.347,90.732,-7.988,16.524
-0.248,0.317,0.436,97.744,-15.488,15.122
-0.257,0.254,0.542,100.000,-21.585,13.110
-0.262,0.179,0.678,97.500,-26.585,12.378
-0.261,0.145,0.784,89.817,-28.598,14.939
-0.278,0.110,0.893,79.878,-28.232,13.171
-0.296,0.057,0.950,69.573,-29.451,12.317

-0.286,-1.731,1.153,-831.402,-172.012,-84.268
-0.333,-1.875,1.384,-789.634,-189.695,-73.720
-0.345,-1.962,1.689,-746.524,-198.293,-62.012
-0.408,-2.043,2.041,-714.756,-200.732,-47.927
-0.413,-2.039,2.428,-681.037,-200.610,-27.378
-0.448,-1.992,2.814,-651.890,-190.793,-12.195
-0.539,-1.767,3.338,-606.098,-158.110,10.122
-0.553,-1.554,3.848,-571.890,-106.098,27.439
-0.545,-1.225,4.000,-542.073,-27.500,42.378
-0.560,-0.994,4.000,-512.683,46.951,44.817
-0.550,-0.781,3.792,-493.476,113.415,47.561
-0.520,-0.578,3.358,-474.756,167.500,56.220
-0.410,-0.223,2.782,-465.244,220.122,56.402
-0.348,0.178,2.219,-457.500,263.659,52.805
-0.257,0.409,1.588,-449.451,314.939,40.732
-0.132,0.543,0.770,-440.976,321.524,13.780
-0.062,0.407,0.141,-432.500,289.329,-8.476
-0.020,0.379,-0.151,-415.000,270.976,-12.134
0.087,0.453,-0.488,-394.268,258.354,-22.805
0.174,0.428,-0.741,-371.220,232.988,-35.366
0.184,0.374,-0.859,-337.195,206.159,-36.402
0.201,0.379,-0.964,-300.061,208.171,-38.232
0.249,0.374,-1.156,-257.805,195.915,-41.646
0.270,0.308,-1.311,-215.366,177.073,-46.037
0.273,0.178,-1.392,-180.793,156.829,-46.951
0.279,0.082,-1.454,-148.293,141.768,-49.756
0.291,-0.059,-1.536,-125.244,125.305,-52.134
0.287,-0.285,-1.575,-114.756,113.415,-54.695
0.297,-0.485,-1.581,-109.939,95.000,-62.561
0.379,-0.695,-1.562,-110.854,76.280,-66.220
0.348,-0.966,-1.527,-102.134,65.122,-62.683
0.320,-1.133,-1.512,-100.000,48.841,-50.732
0.257,-1.099,-1.482,-96.707,34.024,-39.329
0.223,-1.041,-1.441,-90.549,27.683,-31.402
0.201,-0.985,-1.374,-83.720,16.098,-25.976
0.176,-0.910,-1.332,-72.744,6.951,-18.598
0.146,-0.858,-1.257,-59.207,2.683,-17.134
0.089,-0.790,-1.196,-48.171,-6.402,-7.622
0.054,-0.732,-1.121,-36.159,-9.146,-11.524
0.026,-0.658,-1.089,-21.098,-11.829,-6.524
-0.012,-0.583,-1.062,-9.390,-11.585,-5.000
-0.041,-0.521,-1.034,-3.841,-15.610,-5.915
-0.078,-0.519,-1.025,3.171,-19.268,-7.927
-0.090,-0.562,-0.973,15.488,-24.024,-15.793
-0.112,-0.623,-0.901,34.695,-29.939,-12.927
-0.163,-0.705,-0.843,51.829,-26.220,-17.927
-0.209,-0.835,-0.783,77.073,-29.329,-16.159
-0.244,-0.992,-0.704,107.744,-33.049,-9.634
-0.266,-1.107,-0.613,138.110,-27.500,-6.829
-0.274,-1.135,-0.531,167.317,-22.927,2.744
-0.265,-1.126,-0.451,189.756,-17.744,9.329
-0.251,-1.095,-0.403,217.622,-11.220,13.537
-0.249,-1.066,-0.369,235.244,-2.439,19.085
-0.252,-1.049,-0.383,260.549,0.793,26.098
-0.235,-1.050,-0.420,281.463,4.817,27.317
-0.219,-1.049,-0.424,310.915,7.378,32.439
-0.189,-1.069,-0.457,342.805,10.366,37.012
-0.158,-1.122,-0.424,385.610,2.866,45.732
-0.146,-1.183,-0.390,429.207,3.354,53.354
-0.114,-1.223,-0.363,472.927,2.317,60.000
-0.106,-1.258,-0.306,518.781,-0.244,71.037
-0.082,-1.274,-0.240,570.000,5.183,86.768
-0.079,-1.285,-0.236,613.781,8.902,98.293
-0.079,-1.226,-0.231,654.329,8.110,112.439
-0.072,-1.199,-0.247,693.719,6.707,126.341
-0.056,-1.165,-0.262,726.524,4.939,133.110
-0.049,-1.126,-0.276,751.951,4.268,143.110
-0.042,-1.053,-0.279,782.622,-0.427,154.268
-0.062,-0.957,-0.315,800.793,-1.768,160.854
-0.055,-0.817,-0.344,820.488,-10.793,170.305
-0.064,-0.650,-0.380,833.171,-20.671,176.768
-0.088,-0.405,-0.354,833.232,-31.037,175.122
-0.123,-0.249,-0.280,825.976,-44.146,169.634
-0.172,-0.108,-0.150,815.244,-55.915,162.561
-0.220,-0.060,-0.022,801.524,-72.683,160.244
-0.270,0.059,0.180,782.256,-85.488,153.476
-0.300,0.037,0.400,761.219,-102.195,137.134
-0.350,0.070,0.713,726.707,-107.683,126.829
-0.404,-0.003,1.008,694.329,-102.988,109.451
-0.395,-0.112,1.279,648.354,-88.780,99.207
-0.427,-0.095,1.458,597.866,-72.500,87.744
-0.460,-0.275,1.578,551.098,-58.049,70.122
-0.454,-0.394,1.656,496.341,-37.561,65.000
-0.458,-0.504,1.642,439.390,-18.354,56.829
-0.450,-0.556,1.598,383.659,-3.598,48.110
-0.437,-0.664,1.507,337.927,9.207,42.256
-0.459,-0.656,1.396,296.341,18.963,42.561
-0.444,-0.740,1.266,265.610,23.780,39.085
-0.443,-0.818,1.125,245.671,29.756,43.841
-0.428,-0.822,0.944,229.878,32.500,45.244
-0.403,-0.764,0.791,222.500,31.341,50.732
-0.379,-0.657,0.665,221.159,25.610,57.256
-0.355,-0.476,0.579,224.634,20.671,62.256
-0.361,-0.433,0.521,222.439,10.183,62.439
-0.345,-0.241,0.484,227.195,1.524,66.037
-0.341,-0.238,0.460,227.561,-7.256,63.232
-0.330,-0.143,0.520,232.134,-17.134,63.476
-0.344,-0.280,0.594,230.183,-22.500,65.366
-0.360,-0.084,0.684,240.610,-31.098,67.866
-0.391,-0.130,0.754,225.732,-32.378,66.707
-0.408,0.054,0.889,240.854,-30.793,72.439
-0.435,0.140,0.909,228.780,-29.390,61.220
-0.415,0.072,0.997,228.537,-32.805,60.549
-0.436,0.089,1.028,218.110,-29.085,56.463
-0.447,0.088,1.074,207.561,-32.378,57.622
-0.446,0.012,1.115,193.598,-29.390,57.195
-0.458,0.043,1.133,174.146,-28.293,50.488
-0.466,0.059,1.195,151.159,-26.707,45.122
-0.471,0.103,1.214,126.707,-24.451,40.488
-0.470,0.125,1.287,103.476,-24.634,37.012
-0.461,0.155,1.343,85.488,-19.756,32.683
-0.463,0.182,1.413,67.988,-13.537,27.317
-0.448,0.223,1.420,56.037,-1.098,25.000
-0.446,0.249,1.396,55.122,5.366,22.317
-0.444,0.181,1.359,50.000,14.451,19.695
-0.450,0.251,1.271,55.000,23.902,18.293
-0.469,0.320,1.186,51.220,27.317,17.012
-0.418,0.353,1.114,59.146,27.622,14.939
-0.391,0.362,1.025,62.927,29.329,12.866

-0.431,-1.432,1.022,-731.098,-123.293,-98.720
-0.466,-1.532,1.216,-679.878,-131.524,-84.085
-0.503,-1.562,1.389,-627.683,-135.732,-75.122
-0.523,-1.532,1.684,-588.415,-143.415,-60.610
-0.534,-1.571,1.997,-540.976,-136.280,-48.720
-0.537,-1.441,2.302,-504.573,-124.268,-38.354
-0.510,-1.359,2.768,-454.085,-96.951,-20.244
-0.566,-1.128,3.157,-408.110,-41.585,-0.427
-0.551,-0.808,3.288,-370.122,20.244,8.293
-0.531,-0.583,3.231,-340.427,83.415,4.695
-0.491,-0.346,2.924,-318.720,135.549,8.293
-0.405,-0.158,2.484,-292.683,188.780,8.780
-0.318,0.113,1.953,-276.829,236.341,1.585
-0.200,0.329,1.411,-263.293,291.585,0.061
-0.109,0.378,0.538,-249.695,310.488,-29.695
-0.037,0.198,-0.145,-234.085,291.402,-57.622
0.039,0.028,-0.653,-224.329,263.415,-70.061
0.144,-0.148,-1.014,-202.378,237.744,-67.317
0.193,-0.310,-1.296,-189.939,204.451,-81.402
0.236,-0.551,-1.420,-172.683,159.451,-98.049
0.244,-0.800,-1.383,-155.976,129.939,-88.963
0.244,-1.031,-1.300,-132.683,106.707,-90.366
0.244,-1.239,-1.153,-113.415,81.829,-82.805
0.229,-1.374,-0.996,-95.793,65.427,-70.244
0.209,-1.466,-0.825,-76.768,59.634,-62.500
0.181,-1.477,-0.692,-58.720,58.720,-43.537
0.154,-1.394,-0.677,-48.354,58.598,-34.329
0.185,-1.398,-0.665,-34.634,66.524,-29.146
0.231,-1.366,-0.682,-18.902,61.402,-16.463
0.207,-1.356,-0.776,-7.744,64.268,-7.683
0.191,-1.283,-0.879,1.707,60.305,-3.841
0.168,-1.167,-0.966,12.378,53.415,2.012
0.161,-1.069,-1.013,25.610,41.098,11.402
0.133,-0.964,-1.039,38.110,31.280,15.305
0.149,-0.861,-1.014,58.293,15.915,17.378
0.116,-0.802,-0.915,75.610,9.329,19.390
0.084,-0.780,-0.837,94.634,2.500,25.000
0.038,-0.754,-0.729,121.768,-4.207,29.024
-0.021,-0.744,-0.621,143.537,-8.537,26.159
-0.036,-0.711,-0.531,166.220,-5.244,29.573
-0.027,-0.715,-0.439,190.122,-5.549,35.732
-0.051,-0.690,-0.367,208.720,-9.695,31.768
-0.078,-0.708,-0.324,225.488,0.549,30.305
-0.103,-0.658,-0.320,251.524,9.146,37.866
-0.122,-0.591,-0.375,274.634,9.817,36.707
-0.137,-0.569,-0.389,299.573,8.963,36.890
-0.156,-0.612,-0.407,333.902,6.585,37.378
-0.168,-0.651,-0.414,372.744,4.329,43.780
-0.168,-0.718,-0.376,412.988,1.402,48.537
-0.160,-0.784,-0.343,452.439,-3.110,54.939
-0.143,-0.818,-0.301,491.159,-6.951,56.585
-0.144,-0.862,-0.209,525.610,-6.768,64.756
-0.138,-0.902,-0.161,561.402,-9.939,68.720
-0.153,-0.946,-0.098,595.854,-13.841,76.890
-0.158,-0.985,-0.061,625.122,-15.976,82.988
-0.159,-1.035,0.010,657.805,-16.280,89.268
-0.177,-1.088,0.073,683.537,-18.171,97.561
-0.160,-1.149,0.174,710.427,-28.720,102.317
-0.178,-1.206,0.271,732.744,-24.817,110.122
-0.193,-1.195,0.345,754.390,-27.927,120.549
-0.188,-1.233,0.417,771.768,-26.220,131.707
-0.222,-1.066,0.448,783.049,-21.463,138.659
-0.240,-1.020,0.486,787.805,-25.793,145.305
-0.264,-0.938,0.537,788.232,-20.732,151.646
-0.251,-0.863,0.555,777.561,-25.305,149.756
-0.285,-0.533,0.575,769.756,-32.012,149.512
-0.301,-0.438,0.657,749.207,-34.878,145.976
-0.339,-0.433,0.718,716.098,-34.939,137.927
-0.372,-0.429,0.786,687.683,-38.476,128.415
-0.417,-0.445,0.858,655.793,-42.500,129.146
-0.444,-0.418,0.963,616.463,-44.512,122.256
-0.507,-0.293,1.040,562.256,-46.951,101.768
-0.432,-0.358,1.176,521.829,-55.000,94.695
-0.486,-0.546,1.313,475.976,-46.890,82.988
