aX,aY,aZ,gX,gY,gZ
-0.526,2.595,0.383,47.622,-52.500,-290.061
-0.407,2.339,0.601,34.146,-54.573,-319.085
-0.265,1.899,0.654,24.390,-58.659,-331.829
-0.238,1.718,0.580,17.500,-28.476,-315.000
-0.205,1.679,0.388,3.537,-9.207,-272.317
-0.330,1.612,0.371,-5.976,-12.500,-210.732
-0.516,1.452,0.418,-21.646,-7.683,-137.561
-0.557,1.303,0.486,-34.451,-8.902,-57.195
-0.562,1.141,0.541,-40.549,-11.585,16.220
-0.552,1.089,0.548,-46.768,-3.415,78.354
-0.493,1.060,0.518,-52.317,-3.537,123.598
-0.447,1.067,0.526,-59.939,-2.561,150.915
-0.429,1.050,0.586,-63.780,-2.927,151.585
-0.395,1.012,0.657,-62.805,1.098,130.610
-0.354,0.940,0.712,-65.976,2.012,98.902
-0.329,0.875,0.738,-61.159,7.927,46.402
-0.327,0.788,0.748,-57.195,10.427,-12.073
-0.334,0.667,0.761,-51.463,14.024,-85.793
-0.342,0.516,0.759,-45.976,13.902,-152.683
-0.275,0.358,0.726,-40.732,16.707,-225.732
-0.344,0.231,0.721,-28.841,23.537,-289.146
-0.352,0.222,0.621,-23.110,28.537,-339.329
-0.463,0.277,0.625,-16.220,29.268,-377.744
-0.561,0.301,0.658,-12.805,26.037,-403.659
-0.663,0.325,0.690,-14.390,28.598,-410.061
-0.750,0.355,0.684,-10.244,21.159,-411.890
-0.816,0.366,0.670,-16.037,17.622,-403.902
-0.896,0.380,0.639,-16.890,15.427,-394.207
-0.972,0.404,0.588,-16.402,10.488,-384.390
-0.985,0.422,0.579,-19.451,2.866,-376.890
-1.002,0.431,0.597,-20.976,-2.988,-376.646
-1.017,0.440,0.607,-24.756,-3.171,-385.244
-1.022,0.448,0.608,-28.293,-9.207,-394.939
-1.049,0.461,0.603,-24.634,-7.195,-414.573
-1.076,0.478,0.552,-28.902,-14.207,-433.171
-1.110,0.485,0.529,-32.378,-20.793,-456.707
-1.143,0.489,0.502,-35.793,-22.805,-481.829
-1.159,0.480,0.489,-37.988,-31.220,-503.780
-1.164,0.470,0.477,-40.732,-39.512,-529.207
-1.182,0.454,0.473,-46.524,-43.293,-550.915
-1.187,0.427,0.466,-45.305,-53.171,-565.732
-1.197,0.393,0.450,-47.927,-60.000,-581.524
-1.204,0.360,0.391,-52.866,-65.305,-595.000
-1.182,0.298,0.317,-53.415,-75.122,-602.012
-1.146,0.241,0.281,-55.488,-85.854,-609.512
-1.116,0.186,0.347,-56.646,-84.024,-616.402
-1.052,0.164,0.466,-57.500,-91.341,-622.683
-1.085,0.115,0.542,-55.732,-89.695,-624.695
-1.062,0.089,0.604,-58.963,-92.866,-627.561
-1.056,0.048,0.656,-56.341,-103.110,-620.000
-1.033,0.020,0.640,-58.354,-107.195,-608.171
-0.997,-0.034,0.591,-59.268,-112.134,-590.488
-0.979,-0.071,0.532,-57.378,-118.537,-562.012
-0.926,-0.103,0.471,-59.817,-118.171,-538.049
-0.883,-0.118,0.430,-59.085,-124.695,-504.756
-0.851,-0.108,0.401,-62.866,-126.402,-487.561
-0.804,-0.104,0.429,-66.037,-130.854,-467.561
-0.766,-0.085,0.465,-61.341,-136.280,-452.378
-0.724,-0.059,0.500,-65.915,-135.610,-447.683
-0.679,-0.052,0.542,-68.415,-139.207,-444.024
-0.650,-0.030,0.606,-68.232,-134.573,-453.232
-0.637,-0.024,0.619,-68.780,-136.890,-462.439
-0.637,-0.054,0.626,-69.695,-138.659,-475.854
-0.622,-0.089,0.591,-73.171,-139.878,-490.732
-0.606,-0.135,0.545,-74.817,-140.610,-509.085
-0.593,-0.184,0.525,-70.610,-142.805,-520.915
-0.575,-0.239,0.512,-71.402,-142.744,-538.049
-0.534,-0.290,0.547,-65.793,-145.183,-545.427
-0.502,-0.346,0.559,-65.854,-145.976,-546.707
-0.464,-0.393,0.586,-60.671,-144.695,-545.915
-0.418,-0.469,0.607,-55.366,-148.415,-535.854
-0.385,-0.506,0.605,-51.159,-142.866,-518.354
-0.368,-0.553,0.604,-42.012,-146.585,-496.707
-0.344,-0.593,0.589,-38.780,-141.341,-468.293
-0.301,-0.609,0.553,-32.439,-141.829,-435.610
-0.272,-0.610,0.525,-31.951,-137.317,-400.793
-0.219,-0.593,0.515,-26.768,-136.463,-363.110
-0.156,-0.577,0.523,-28.232,-135.183,-333.537
-0.095,-0.546,0.551,-23.354,-131.951,-298.354
-0.031,-0.510,0.575,-21.220,-125.610,-271.098
0.043,-0.477,0.572,-19.390,-124.146,-250.488
0.106,-0.464,0.563,-19.207,-118.110,-235.305
0.182,-0.444,0.591,-16.341,-115.671,-231.098

0.099,-0.724,0.499,89.878,140.976,1052.195
0.086,-0.695,0.512,95.122,140.732,1074.573
0.086,-0.666,0.504,95.793,145.549,1091.646
0.054,-0.604,0.534,102.683,151.524,1107.195
0.089,-0.573,0.540,104.878,152.134,1120.671
0.072,-0.544,0.535,110.305,147.012,1137.805
0.040,-0.459,0.561,115.061,148.293,1149.878
0.021,-0.361,0.524,116.159,158.598,1166.768
0.008,-0.275,0.510,119.634,159.878,1173.963
-0.028,-0.211,0.482,125.854,157.988,1187.561
-0.103,-0.155,0.436,128.293,161.280,1198.781
-0.135,-0.128,0.412,128.049,167.378,1206.159
-0.221,-0.134,0.362,130.061,165.549,1212.561
-0.257,-0.130,0.329,129.146,166.402,1215.915
-0.310,-0.101,0.271,130.183,162.622,1214.207
-0.373,-0.044,0.251,131.707,157.927,1209.390
-0.448,0.075,0.262,134.329,150.976,1196.281
-0.568,0.188,0.253,134.329,143.780,1178.354
-0.685,0.359,0.262,134.512,135.183,1152.012
-0.799,0.603,0.272,132.866,118.293,1104.634
-0.908,0.861,0.328,131.098,100.732,1050.061
-0.960,1.084,0.368,122.927,78.110,975.793
-0.986,1.310,0.397,112.866,54.146,894.573
-0.940,1.536,0.427,103.476,27.927,796.585
-0.905,1.720,0.422,88.780,9.512,688.232
-0.792,1.850,0.386,74.329,-11.951,572.744
-0.696,1.978,0.331,58.293,-26.829,438.476
-0.615,2.048,0.281,45.610,-37.927,301.402
-0.538,2.059,0.244,31.402,-49.085,163.841
-0.504,2.029,0.277,22.500,-62.439,29.512
-0.358,1.907,0.381,10.000,-72.073,-93.171
-0.176,1.674,0.484,4.573,-80.244,-204.024
-0.055,1.426,0.531,3.963,-69.024,-290.244
0.084,1.380,0.375,3.110,-44.878,-341.098
0.000,1.479,0.357,-1.707,-33.232,-353.171
-0.141,1.456,0.360,-13.232,-26.890,-340.671
-0.347,1.314,0.484,-25.915,-24.085,-292.500
-0.431,1.120,0.545,-30.183,-20.854,-221.707
-0.515,0.948,0.585,-37.378,-16.707,-140.000
-0.517,0.853,0.503,-46.098,-7.012,-51.220
-0.567,0.806,0.472,-54.573,-7.378,29.695
-0.554,0.757,0.485,-56.585,-4.512,99.817
-0.512,0.727,0.506,-60.732,0.122,153.171
-0.469,0.729,0.527,-61.646,1.768,187.744
-0.437,0.748,0.542,-66.829,6.463,201.585
-0.414,0.757,0.557,-60.366,10.244,204.207
-0.363,0.755,0.575,-62.622,19.817,182.073
-0.283,0.720,0.596,-60.244,21.037,146.098
-0.238,0.670,0.605,-54.207,28.902,102.500
-0.159,0.600,0.588,-50.732,34.024,48.293
-0.128,0.523,0.604,-41.890,41.280,-1.585
-0.127,0.467,0.607,-38.841,53.354,-51.159
-0.138,0.414,0.583,-34.451,61.341,-94.329
-0.219,0.347,0.600,-28.354,65.488,-121.280
-0.346,0.341,0.615,-26.890,72.988,-138.780
-0.452,0.341,0.616,-25.427,81.768,-140.000
-0.589,0.327,0.563,-22.500,78.415,-130.244
-0.716,0.284,0.557,-24.573,75.366,-112.927
-0.788,0.236,0.536,-24.268,71.463,-87.073
-0.840,0.179,0.538,-20.366,68.110,-66.585
-0.881,0.146,0.548,-16.707,63.902,-44.268
-0.873,0.162,0.562,-15.915,59.329,-35.183
-0.887,0.179,0.561,-11.707,54.695,-30.122
-0.850,0.196,0.575,-7.256,52.012,-37.683
-0.831,0.237,0.547,-2.256,51.098,-60.000
-0.839,0.267,0.546,1.890,47.439,-85.976
-0.819,0.292,0.549,5.976,44.573,-118.110
-0.836,0.299,0.528,7.378,39.268,-157.439
-0.859,0.304,0.521,13.780,37.439,-198.171
-0.865,0.318,0.501,17.012,31.829,-243.232
-0.876,0.314,0.480,21.402,27.683,-287.500
-0.890,0.310,0.485,25.244,25.976,-330.671
-0.908,0.303,0.475,23.293,23.232,-370.000
-0.913,0.255,0.462,25.976,22.439,-404.939
-0.941,0.242,0.457,27.439,18.659,-433.476
-0.965,0.228,0.437,30.671,17.012,-458.720
-1.008,0.213,0.428,28.598,13.171,-480.854
-1.049,0.203,0.400,32.866,7.866,-494.268
-1.054,0.199,0.403,32.439,2.073,-505.610
-1.076,0.198,0.397,34.756,-1.524,-518.841
-1.083,0.192,0.375,32.500,-1.768,-533.415
-1.074,0.173,0.379,29.573,-8.110,-544.512
-1.064,0.183,0.393,28.963,-6.951,-559.451
-1.059,0.169,0.375,27.439,-11.037,-574.634
-1.079,0.191,0.370,25.915,-10.976,-590.000
-1.106,0.188,0.327,26.341,-10.366,-607.012
-1.178,0.198,0.300,24.207,-11.463,-624.390
-1.238,0.198,0.286,22.927,-13.902,-635.610
-1.294,0.179,0.302,20.427,-13.720,-645.000
-1.333,0.176,0.298,16.951,-22.256,-654.085
-1.385,0.137,0.311,14.756,-22.866,-654.451
-1.404,0.117,0.284,12.439,-26.829,-653.293
-1.399,0.091,0.276,7.927,-31.341,-648.781
-1.391,0.016,0.264,8.841,-36.402,-643.354
-1.282,0.008,0.137,3.659,-35.732,-638.476
-1.412,-0.052,0.250,8.841,-30.305,-638.659
-1.299,-0.038,0.285,8.415,-27.988,-642.073
-1.287,-0.042,0.227,5.610,-37.195,-642.744
-1.443,-0.078,0.356,10.915,-41.402,-638.598
-1.334,-0.164,0.363,10.366,-37.988,-632.805
-1.349,-0.101,0.385,8.659,-46.646,-621.098
-1.233,-0.118,0.231,3.841,-58.110,-609.146
-0.953,-0.218,0.325,-4.756,-55.183,-615.976
-0.875,-0.033,0.698,1.829,-13.598,-663.476
-0.680,-0.114,0.527,7.073,-14.390,-712.378
-0.816,-0.141,0.395,6.220,-53.293,-751.037
-0.842,-0.189,0.456,3.293,-52.317,-778.841
-0.719,-0.241,0.445,5.061,-37.195,-799.329
-0.690,-0.258,0.402,4.268,-51.707,-816.281
-0.709,-0.310,0.418,0.244,-65.610,-824.634
-0.699,-0.401,0.454,-0.488,-67.195,-830.915
-0.642,-0.458,0.465,2.439,-70.122,-832.561
-0.626,-0.536,0.527,0.671,-75.976,-825.610
-0.569,-0.628,0.597,1.646,-91.280,-814.146
-0.541,-0.669,0.496,7.561,-91.524,-796.098
-0.469,-0.739,0.453,8.659,-93.049,-764.329
-0.439,-0.826,0.401,7.683,-95.610,-731.341
-0.424,-0.879,0.436,12.866,-102.927,-690.122
-0.376,-0.925,0.427,14.085,-101.890,-644.695

-0.648,-0.533,0.088,79.878,-85.427,-1178.841
-0.583,-0.565,0.123,90.488,-92.500,-1230.488
-0.508,-0.649,0.145,92.744,-95.000,-1291.402
-0.394,-0.693,0.265,104.207,-105.122,-1343.963
-0.388,-0.821,0.292,115.976,-110.549,-1405.122
-0.302,-0.922,0.324,127.317,-117.805,-1458.232
-0.142,-1.083,0.408,148.963,-127.378,-1540.854
0.093,-1.217,0.436,178.476,-124.878,-1631.585
0.192,-1.019,0.750,208.780,-127.622,-1709.695
0.449,-1.312,0.347,239.817,-115.488,-1783.781
0.753,-1.402,0.523,271.951,-111.707,-1852.927
0.942,-1.278,0.508,302.439,-90.305,-1911.219
1.104,-1.134,0.542,329.573,-69.512,-1964.329
1.216,-0.919,0.371,352.927,-38.354,-1998.049
1.277,-0.653,0.243,365.183,-6.037,-1998.049
1.315,-0.305,0.165,371.890,32.744,-1998.049
1.143,0.005,0.117,370.366,62.561,-1998.049
1.137,0.260,0.050,357.988,97.927,-1990.305
1.002,0.559,0.022,335.549,131.280,-1913.354
0.773,0.771,0.136,305.305,164.512,-1778.171
0.511,0.908,0.255,277.927,178.293,-1595.488
0.184,1.098,0.394,237.378,198.659,-1370.915
-0.129,1.315,0.517,194.878,204.024,-1111.281
-0.640,1.648,0.411,151.585,190.915,-845.976
-0.929,1.562,0.644,115.915,168.720,-588.781
-1.164,1.563,0.563,74.512,137.500,-334.634
-1.358,1.461,0.361,46.220,100.000,-104.573
-1.471,1.353,0.156,18.780,58.293,100.366
-1.495,1.336,0.088,2.317,17.683,267.073
-1.455,1.315,-0.007,-25.610,-7.317,400.183
-1.369,1.206,-0.094,-43.659,-33.780,511.280
-1.276,1.180,-0.080,-59.024,-60.488,594.512
-1.187,1.152,-0.010,-71.890,-80.976,637.012
-1.059,1.120,0.059,-80.305,-102.622,654.817
-0.899,1.032,0.068,-87.073,-123.049,645.427
-0.637,0.911,0.063,-94.939,-133.171,610.183
-0.389,0.800,0.079,-93.963,-146.280,555.305
-0.048,0.680,0.154,-89.939,-152.866,491.524
0.250,0.520,0.243,-88.110,-153.476,407.988
0.464,0.523,0.303,-88.415,-153.902,316.463
0.772,0.551,0.346,-81.585,-151.463,214.024
0.902,0.467,0.301,-73.659,-156.341,95.305
1.127,0.434,0.224,-62.805,-155.305,-25.244
1.308,0.372,0.144,-50.610,-142.134,-126.037
1.441,0.333,0.107,-35.122,-125.488,-225.610
1.565,0.311,0.089,-19.268,-113.598,-296.341
1.619,0.333,0.190,-7.988,-94.512,-346.341
1.656,0.368,0.304,6.037,-78.232,-374.146
1.594,0.418,0.417,15.305,-61.341,-375.183
1.575,0.445,0.476,26.220,-46.707,-354.878
1.449,0.491,0.521,29.695,-31.341,-295.183
1.380,0.490,0.508,33.476,-19.512,-211.159
1.239,0.539,0.476,28.659,-5.671,-98.598
1.138,0.615,0.451,22.256,4.451,21.341
1.052,0.670,0.411,16.159,5.915,139.390
0.937,0.744,0.383,13.720,9.573,251.585
0.861,0.814,0.401,5.183,10.976,342.622
0.784,0.877,0.454,1.524,13.293,416.707
0.750,0.942,0.531,-1.829,8.537,468.232
0.715,0.948,0.541,-8.232,8.720,497.134
0.730,0.937,0.505,-9.817,11.341,516.463
0.770,0.958,0.472,-14.268,9.756,525.183
0.703,0.942,0.380,-15.793,5.061,525.671
0.710,0.875,0.348,-21.951,1.951,520.549
0.699,0.873,0.375,-24.024,-1.585,516.463
0.662,0.858,0.356,-29.268,-2.927,510.427
0.685,0.773,0.336,-34.207,-11.890,509.512
0.667,0.739,0.383,-39.085,-14.817,509.146
0.687,0.652,0.366,-43.841,-23.232,515.549
0.720,0.594,0.358,-50.732,-23.232,523.293
0.703,0.520,0.354,-56.220,-28.902,535.854
0.752,0.437,0.341,-59.817,-41.037,548.781
0.801,0.413,0.364,-63.293,-50.854,562.622
0.887,0.376,0.382,-70.488,-49.329,574.878
0.986,0.310,0.357,-70.549,-50.061,586.037
1.069,0.277,0.355,-74.268,-50.183,592.988
1.134,0.213,0.371,-75.793,-48.110,605.793
1.206,0.179,0.358,-78.293,-43.110,608.963
1.249,0.106,0.362,-77.439,-40.366,613.415
1.125,0.049,0.339,-80.854,-38.110,613.841
1.330,0.002,0.359,-77.317,-36.524,615.000
1.265,-0.048,0.342,-78.049,-27.683,613.232
1.259,-0.087,0.309,-78.415,-26.159,603.719
1.227,-0.125,0.352,-78.049,-23.415,595.488
1.265,-0.185,0.342,-72.317,-22.195,587.439
1.161,-0.187,0.456,-70.549,-18.049,576.585
1.082,-0.156,0.556,-69.451,-11.341,578.598
1.048,-0.130,0.554,-70.244,-17.073,583.719
0.932,-0.147,0.530,-71.768,-20.183,588.232
0.955,-0.157,0.508,-77.073,-19.939,602.500
0.988,-0.182,0.380,-79.085,-17.622,617.439
1.009,-0.248,0.334,-84.329,-17.561,632.134
1.009,-0.303,0.336,-87.927,-8.476,644.817
1.015,-0.369,0.310,-89.329,-6.159,660.793
0.950,-0.452,0.319,-90.671,-5.000,664.146
0.927,-0.487,0.339,-90.244,2.927,673.293
0.839,-0.530,0.339,-90.366,6.829,674.634
0.739,-0.562,0.340,-88.902,9.634,674.512
0.655,-0.596,0.386,-87.622,13.902,672.500
0.554,-0.619,0.399,-84.085,15.610,661.585
0.478,-0.615,0.373,-81.829,13.841,651.159
0.402,-0.622,0.395,-80.122,9.146,639.573
0.353,-0.645,0.369,-77.439,12.744,617.683
0.306,-0.667,0.346,-73.232,8.171,594.451
0.282,-0.681,0.311,-72.866,5.427,572.195
0.264,-0.696,0.267,-71.646,8.354,540.488
0.226,-0.725,0.227,-66.768,5.000,516.524
0.212,-0.746,0.203,-65.488,6.524,486.037
0.204,-0.791,0.184,-62.866,2.622,459.573
0.166,-0.827,0.206,-61.768,3.232,438.293
0.167,-0.878,0.215,-58.476,-0.366,416.829
0.155,-0.926,0.249,-52.927,0.061,391.402
0.166,-0.979,0.267,-53.537,-1.768,369.573
0.161,-1.018,0.257,-46.951,0.549,349.329
0.143,-1.031,0.240,-42.683,-2.134,331.646
0.125,-1.025,0.227,-36.890,2.561,313.415
0.126,-1.036,0.204,-29.634,2.134,298.110
0.128,-1.022,0.207,-25.915,-0.305,277.927
0.128,-1.010,0.222,-23.171,2.927,262.927

2.773,-0.775,0.463,91.098,35.305,-1222.256
2.913,-0.705,0.493,97.073,47.561,-1257.805
3.035,-0.646,0.519,101.951,67.256,-1291.524
3.121,-0.562,0.536,109.207,85.183,-1317.683
3.198,-0.504,0.540,108.963,102.744,-1341.829
3.237,-0.397,0.544,110.915,121.341,-1348.537
3.241,-0.331,0.552,105.122,144.451,-1348.354
3.201,-0.251,0.548,103.293,181.037,-1325.915
3.035,-0.141,0.496,93.720,216.280,-1275.915
2.758,-0.069,0.435,84.817,244.024,-1206.219
2.438,0.000,0.359,71.341,273.659,-1119.634
2.031,0.041,0.291,58.232,294.329,-1028.719
1.586,0.081,0.212,48.476,308.110,-938.963
1.106,0.077,0.141,40.061,319.939,-857.012
0.572,0.143,0.038,38.537,317.561,-785.000
0.066,0.206,0.049,33.171,308.415,-732.988
-0.406,0.282,0.078,26.159,285.732,-687.744
-0.799,0.356,0.076,20.610,257.195,-664.146
-1.094,0.474,0.110,16.768,225.061,-650.366
-1.313,0.516,0.105,15.671,189.146,-643.902
-1.392,0.560,0.076,9.024,156.037,-642.195
-1.433,0.612,0.061,5.122,121.098,-630.915
-1.422,0.599,0.063,-0.183,89.939,-614.024
-1.373,0.553,0.084,-4.268,57.256,-577.866
-1.300,0.460,0.070,-12.073,29.085,-529.451
-1.146,0.321,0.042,-15.671,-2.012,-454.756
-1.007,0.172,0.042,-19.939,-28.293,-363.963
-0.827,-0.011,0.048,-18.902,-47.500,-254.146
-0.614,-0.185,0.034,-20.427,-66.037,-131.646
-0.471,-0.307,0.049,-15.732,-79.329,-9.390
-0.292,-0.383,0.075,-15.488,-92.561,99.451
-0.130,-0.401,0.091,-7.195,-95.183,193.841
0.047,-0.391,0.123,1.402,-100.305,268.415
0.252,-0.357,0.169,9.756,-106.646,314.451
0.464,-0.293,0.194,15.854,-108.049,327.134
0.689,-0.151,0.247,30.183,-108.902,314.207
0.937,-0.065,0.285,39.634,-100.000,271.220
1.151,0.043,0.279,51.037,-85.488,208.598
1.324,0.177,0.313,65.427,-72.866,132.866
1.435,0.321,0.340,72.683,-55.305,50.915
1.507,0.433,0.357,79.634,-36.890,-23.598
1.565,0.562,0.390,87.500,-15.671,-89.939
1.522,0.664,0.415,87.866,3.963,-137.500
1.470,0.715,0.400,90.061,19.268,-160.244
1.362,0.725,0.395,88.171,33.232,-162.866
1.236,0.763,0.383,88.476,45.061,-143.659
1.083,0.847,0.317,82.744,58.963,-108.049
0.928,0.964,0.225,79.451,61.951,-60.488
0.774,1.042,0.174,77.195,62.012,-5.549
0.643,1.136,0.153,67.805,62.683,48.537
0.527,1.239,0.159,59.512,61.402,103.659
0.416,1.319,0.161,54.451,54.207,157.195
0.334,1.383,0.202,43.537,51.463,205.366
0.260,1.444,0.208,38.171,40.793,248.841
0.225,1.501,0.220,30.122,32.805,292.683
0.194,1.501,0.209,22.988,21.463,334.451
0.173,1.514,0.224,17.195,13.659,371.098
0.164,1.484,0.218,6.524,3.537,407.622
0.158,1.445,0.213,-3.232,-2.805,437.073
0.187,1.403,0.237,-11.098,-10.915,470.000
0.219,1.321,0.275,-18.415,-23.354,503.171
0.258,1.262,0.295,-24.268,-30.976,534.390
0.323,1.168,0.333,-27.866,-36.829,562.805
0.389,1.082,0.337,-33.049,-40.671,593.110
0.436,1.017,0.366,-33.415,-45.061,613.354
0.488,0.963,0.385,-35.854,-44.817,633.537
0.526,0.922,0.417,-40.488,-47.195,642.744
0.559,0.886,0.439,-44.512,-48.232,650.549
0.595,0.821,0.425,-42.744,-50.488,648.537
0.633,0.773,0.422,-46.037,-50.976,644.573
0.664,0.726,0.418,-45.061,-56.037,631.707
0.721,0.686,0.418,-42.256,-57.317,614.451
0.779,0.644,0.407,-42.439,-57.317,595.061
0.811,0.632,0.406,-42.561,-59.146,572.683
0.861,0.599,0.396,-43.537,-58.415,546.829
0.899,0.560,0.409,-44.939,-55.000,523.598
0.954,0.528,0.406,-44.329,-54.024,495.244
1.012,0.514,0.416,-44.329,-53.780,475.976
1.069,0.485,0.440,-43.841,-53.659,452.500
1.101,0.489,0.448,-41.646,-51.159,432.927
1.137,0.474,0.445,-39.756,-46.463,420.549
1.166,0.481,0.452,-40.122,-45.915,407.988
1.190,0.493,0.463,-43.537,-41.037,398.354
1.221,0.500,0.433,-43.963,-36.341,387.683
1.250,0.480,0.428,-45.671,-30.976,378.415
1.258,0.459,0.417,-49.817,-25.793,372.317
1.279,0.452,0.414,-53.598,-19.024,362.378
1.250,0.419,0.395,-57.622,-13.049,355.427
1.253,0.361,0.398,-61.098,-9.573,353.171
1.211,0.310,0.363,-59.573,-3.171,349.878
1.183,0.259,0.350,-64.756,3.049,341.646
1.137,0.206,0.335,-67.012,6.098,336.220
1.090,0.165,0.326,-67.805,11.037,328.415
1.031,0.109,0.315,-67.988,7.805,327.378
0.980,0.057,0.299,-66.341,9.146,325.000
0.949,0.023,0.289,-68.110,9.817,323.659
0.916,-0.023,0.268,-69.512,7.988,328.902
0.917,-0.056,0.278,-67.805,3.963,336.951
0.926,-0.084,0.305,-72.683,4.329,347.195
0.910,-0.099,0.322,-66.646,0.732,360.915
0.890,-0.135,0.313,-71.951,3.049,375.305
0.898,-0.146,0.300,-71.646,-1.951,394.634
0.874,-0.156,0.292,-75.122,-0.732,414.390
0.833,-0.164,0.284,-75.610,1.402,433.659
0.802,-0.177,0.294,-76.951,-2.012,454.634
0.769,-0.166,0.286,-77.439,-2.012,469.390
0.713,-0.191,0.284,-79.024,-3.110,485.793
0.685,-0.218,0.290,-79.268,-4.817,497.195
0.653,-0.233,0.288,-85.854,-2.805,510.976
0.633,-0.259,0.294,-83.598,-4.329,516.037
0.622,-0.266,0.292,-86.037,-6.402,519.512
0.609,-0.305,0.291,-85.854,-4.817,517.988
0.578,-0.325,0.292,-86.159,-4.390,511.646
0.572,-0.360,0.297,-86.280,-6.402,500.732
0.553,-0.395,0.299,-86.098,-4.512,485.000
0.530,-0.410,0.276,-87.195,-0.854,462.561
0.525,-0.446,0.238,-85.366,-1.768,435.610
0.504,-0.488,0.214,-84.817,0.366,410.854
0.488,-0.528,0.211,-82.500,0.000,390.793

1.461,-1.225,0.198,82.012,49.329,-1177.805
1.583,-1.223,0.293,92.866,51.159,-1223.232
1.782,-1.275,0.378,100.244,59.024,-1266.890
1.914,-1.283,0.433,111.098,66.829,-1302.561
2.070,-1.243,0.450,121.890,80.305,-1340.305
2.210,-1.241,0.464,130.305,91.098,-1371.159
2.284,-1.183,0.447,137.683,107.256,-1400.671
2.455,-1.078,0.419,150.610,130.976,-1429.939
2.539,-0.927,0.393,152.744,158.415,-1439.451
2.604,-0.738,0.387,158.841,190.061,-1429.146
2.578,-0.622,0.350,152.927,218.354,-1398.963
2.528,-0.481,0.336,146.768,250.732,-1353.598
2.373,-0.378,0.349,137.012,279.939,-1295.549
2.176,-0.299,0.282,126.524,306.829,-1234.695
1.917,-0.225,0.204,114.451,328.537,-1168.537
1.606,-0.171,0.075,103.720,341.220,-1102.805
1.301,-0.114,-0.019,88.902,358.659,-1040.488
0.979,-0.026,-0.116,77.744,363.110,-985.732
0.683,0.081,-0.137,68.780,362.744,-941.707
0.357,0.149,-0.088,55.976,360.366,-910.183
0.020,0.242,-0.066,45.793,349.268,-890.549
-0.027,0.340,-0.235,42.866,327.439,-876.281
-0.367,0.083,0.026,29.512,307.317,-856.341
-0.274,0.112,-0.052,24.024,306.585,-824.634
-0.298,0.255,-0.613,35.610,289.695,-763.476
-0.280,0.552,-0.465,11.098,266.220,-672.012
-0.923,-0.184,0.208,7.134,241.646,-575.854
-1.148,-0.210,0.362,7.317,190.610,-467.073
-1.289,-0.224,0.316,9.817,167.988,-369.817
-1.401,-0.298,0.185,13.354,128.415,-279.024
-1.612,-0.398,0.035,21.098,86.098,-197.256
-1.673,-0.380,-0.078,26.037,59.634,-122.317
-1.640,-0.323,-0.211,34.878,30.732,-52.317
-1.623,-0.241,-0.278,42.622,4.878,13.659
-1.565,-0.122,-0.260,51.463,-18.232,74.390
-1.471,0.004,-0.196,51.524,-35.732,136.951
-1.303,0.145,-0.076,56.585,-55.122,194.390
-1.072,0.206,0.040,61.890,-76.098,243.963
-0.947,0.196,0.207,68.902,-76.707,285.854
-0.686,0.311,0.258,75.244,-80.122,322.927
-0.535,0.516,0.235,74.878,-91.829,359.085
-0.396,0.712,0.224,72.805,-102.561,387.317
-0.220,0.919,0.215,69.695,-106.646,405.610
-0.013,1.073,0.217,65.732,-109.329,417.622
0.165,1.222,0.240,61.829,-110.549,422.561
0.303,1.332,0.270,53.049,-108.598,420.366
0.462,1.416,0.313,41.463,-108.841,417.439
0.467,1.402,0.462,27.012,-102.195,411.098
0.723,1.295,0.425,24.451,-104.390,412.012
0.840,1.434,0.494,20.183,-97.012,403.902
0.953,1.427,0.528,11.037,-93.293,395.671
1.049,1.392,0.489,1.707,-82.805,383.293
1.137,1.361,0.403,-6.524,-82.439,372.805
1.183,1.335,0.372,-13.598,-74.207,357.500
1.190,1.310,0.376,-18.476,-66.280,345.976
1.236,1.255,0.339,-26.220,-57.866,328.598
1.193,1.228,0.338,-30.244,-54.756,320.854
1.161,1.161,0.380,-37.256,-49.451,311.768
1.104,1.072,0.423,-45.610,-42.317,310.671
1.061,0.941,0.436,-51.890,-38.598,321.280
1.002,0.835,0.457,-54.451,-38.049,334.512
0.946,0.738,0.461,-58.720,-34.573,359.024
0.896,0.683,0.464,-58.963,-39.329,389.573
0.851,0.679,0.442,-56.585,-41.463,427.561
0.804,0.660,0.426,-58.476,-42.622,469.573
0.759,0.655,0.396,-60.549,-46.890,513.415
0.727,0.645,0.376,-61.220,-46.524,555.610
0.709,0.637,0.348,-64.207,-48.415,603.537
0.705,0.609,0.333,-65.122,-46.829,647.378
0.698,0.606,0.283,-68.476,-50.976,687.805
0.700,0.613,0.279,-68.841,-53.659,725.061
0.704,0.604,0.298,-72.256,-55.732,750.732
0.723,0.601,0.357,-70.305,-61.037,770.549
0.717,0.615,0.395,-72.622,-62.927,778.293
0.726,0.630,0.431,-73.963,-66.402,783.232
0.734,0.604,0.433,-73.963,-68.963,778.110
0.740,0.604,0.436,-77.073,-69.512,770.366
0.762,0.582,0.460,-80.000,-72.500,755.671
0.813,0.582,0.470,-81.463,-77.378,740.549
0.874,0.588,0.453,-84.329,-78.902,724.756
0.929,0.573,0.446,-86.707,-79.939,707.317
0.967,0.587,0.469,-89.939,-82.744,691.219
1.010,0.580,0.488,-92.439,-80.183,677.378
