aX,aY,aZ,gX,gY,gZ
-1.167,0.926,4.000,-105.000,170.610,15.549
-1.000,0.420,4.000,14.878,192.683,6.768
-0.374,0.404,4.000,-19.939,241.220,-0.610
-0.363,0.104,3.523,13.415,243.110,-12.988
-0.931,0.081,2.902,16.402,235.305,11.402
-0.879,0.307,2.491,6.890,232.317,-2.805
-0.806,0.145,2.066,16.098,205.000,-8.598
-0.700,0.061,1.818,7.500,170.610,-11.524
-0.709,-0.223,1.751,30.732,134.085,-14.329
-0.753,-0.387,1.727,17.866,71.341,-2.378
-0.700,-0.306,2.311,1.402,49.207,-0.122
-1.117,-0.543,2.468,-10.549,77.622,-0.793
-1.372,-0.472,2.577,-25.366,58.902,7.012
-1.292,-0.312,2.903,-43.659,59.512,10.244
-1.384,-0.054,3.154,-29.756,55.488,23.537
-0.766,0.348,3.684,-48.720,74.573,13.720
-0.722,0.397,4.000,-31.646,109.634,7.866
-0.690,0.517,4.000,-44.756,178.659,4.634
-0.476,0.473,4.000,-62.439,239.756,-1.585
-0.352,0.498,4.000,-53.841,289.268,-8.415
-0.196,0.434,3.816,-69.756,335.549,-9.695
-0.055,0.402,3.408,-75.061,377.988,-16.341
0.044,0.395,3.053,-81.280,415.366,-19.573
0.124,0.417,2.784,-106.159,450.305,-20.915
0.816,0.179,1.964,-87.622,570.976,-43.963
0.347,-0.017,1.467,-199.695,542.744,-26.463
0.521,-0.038,1.199,-171.341,493.902,-16.951
0.703,0.243,1.167,-180.366,495.488,-20.488
0.726,0.117,0.844,-164.817,547.988,-20.732
0.878,0.300,0.135,-177.927,594.268,-10.549
0.824,0.422,-0.598,-185.976,566.463,-14.268
1.177,0.597,-0.953,-164.756,493.963,-13.720
1.006,0.907,-1.207,-247.439,446.707,-29.085
0.656,0.027,-1.180,-133.598,441.220,-47.195
1.438,0.603,-1.844,-177.439,450.915,1.037
0.433,0.220,-2.416,-177.927,409.817,-60.000
0.354,-0.087,-2.484,-196.098,339.878,-22.134
0.378,-0.053,-2.360,-147.256,281.280,-16.829
0.228,0.039,-2.503,-140.610,255.976,-16.037
0.177,-0.093,-2.609,-126.159,218.171,-18.232
0.100,-0.018,-2.478,-118.354,163.537,-8.902
0.100,-0.137,-2.250,-101.890,135.793,-4.756
0.029,-0.141,-2.166,-96.829,97.073,-2.988
-0.048,-0.112,-1.863,-88.659,66.220,-0.793
-0.207,-0.111,-1.589,-83.476,47.805,1.341
-0.280,-0.146,-1.381,-69.024,38.110,8.720
-0.327,-0.015,-1.224,-53.293,33.841,15.427
-0.351,0.036,-1.080,-44.573,28.537,11.524
-0.407,0.038,-0.958,-36.646,21.829,16.951
-0.511,0.055,-0.869,-26.768,25.061,17.073
-0.556,-0.003,-0.844,-8.354,23.537,17.683
-0.535,0.075,-0.879,-10.305,17.378,18.902
-0.524,-0.044,-0.822,-5.732,9.634,17.012
-0.567,-0.075,-0.813,-9.451,-0.122,15.854
-3.525,-0.422,-1.041,-6.159,-22.012,3.841
-1.114,-0.327,0.342,66.646,-130.793,35.793
-0.589,0.020,0.068,-13.415,-37.378,-13.476
-0.664,-0.276,-0.256,42.134,-26.646,15.183
-1.002,0.147,-0.252,35.427,-40.061,23.841
-0.961,0.212,0.025,37.744,-13.841,9.085
-1.007,-0.292,-0.161,20.061,-33.232,3.841
-0.889,-0.314,0.134,9.268,-52.378,7.439
-0.938,-0.443,0.213,-4.024,-37.561,7.439
-0.983,-0.373,0.225,-0.366,-34.085,11.707
-0.932,-0.250,0.241,5.976,-34.512,11.707
-0.910,-0.230,0.265,10.671,-33.354,17.622
-0.933,-0.169,0.219,13.537,-39.512,18.232
-0.997,-0.162,0.236,11.890,-47.744,14.207
-0.967,-0.151,0.345,19.573,-61.951,15.122
-0.971,-0.163,0.517,23.232,-71.037,16.768
-1.007,-0.126,0.745,24.024,-70.305,19.268
-1.004,-0.132,0.892,12.378,-59.329,13.963
-1.035,-0.170,1.052,7.012,-47.439,13.902
-1.031,-0.198,1.172,5.061,-28.232,13.598
-1.013,-0.177,1.187,8.963,-5.732,20.305
-1.023,-0.122,1.105,4.146,9.939,18.171
-1.024,-0.080,1.047,1.890,20.427,19.024
-1.005,-0.031,0.953,-1.159,34.329,16.829
-0.987,0.003,0.843,-3.659,42.012,16.585
-0.975,0.011,0.700,-6.280,50.732,13.049
-0.961,-0.004,0.579,-5.610,53.171,12.317
-0.960,-0.008,0.463,-10.183,57.805,12.744
-0.945,-0.032,0.333,-9.451,51.890,7.500
-0.924,-0.021,0.253,-9.573,53.049,10.671
-0.925,0.012,0.168,-9.024,54.451,8.232
-0.909,0.030,0.128,-7.378,52.622,8.049

0.619,0.266,-2.172,60.427,-386.707,-26.402
1.179,0.332,-2.132,102.561,-409.878,-30.488
1.007,0.614,-2.256,75.244,-445.244,-30.000
1.060,0.662,-1.859,64.512,-500.671,-29.085
1.190,0.529,-1.615,74.573,-518.781,-32.744
1.201,0.495,-1.275,63.841,-545.976,-38.841
1.450,0.290,-1.146,66.646,-592.866,-53.171
1.205,0.009,-0.376,63.354,-612.683,-51.402
1.115,-0.158,0.242,62.622,-591.585,-42.561
1.105,-0.209,0.590,78.415,-567.134,-39.573
1.088,-0.255,0.824,101.524,-581.768,-36.768
1.102,-0.258,1.284,118.720,-592.256,-29.817
0.973,-0.245,1.783,138.476,-588.598,-24.207
0.893,-0.298,2.195,150.671,-577.866,-9.451
0.710,-0.240,2.638,161.768,-570.305,-8.720
0.607,-0.266,3.151,178.110,-558.902,0.000
0.449,-0.198,3.675,189.268,-533.963,9.695
-1.926,-0.389,3.638,262.378,-399.817,9.939
-0.097,-0.437,4.000,181.037,-447.317,9.146
-0.349,-0.431,4.000,157.195,-371.220,22.561
0.012,-0.113,4.000,7.012,-284.329,29.390
-0.479,0.012,4.000,27.256,-247.317,26.768
-0.558,0.136,4.000,4.573,-213.720,12.805
-0.890,-0.164,4.000,-3.293,-134.878,9.390
-0.640,0.260,4.000,28.049,-80.488,18.720
-0.840,-0.232,4.000,42.195,-33.110,10.061
-0.759,-0.495,4.000,107.561,29.451,14.756
-0.520,-0.399,4.000,78.171,56.646,17.195
-0.873,-0.259,4.000,103.110,89.573,29.024
-0.808,-0.061,3.587,70.305,89.695,30.610
-0.778,-0.176,3.388,49.512,74.939,24.817
-0.696,-0.062,3.266,38.841,49.695,29.146
-0.766,-0.176,3.556,22.378,33.659,18.293
-0.993,-0.360,3.915,11.890,52.866,22.439
-1.039,-0.460,4.000,-8.293,85.915,26.402
-0.981,-0.273,4.000,-20.610,123.110,32.988
-0.819,-0.032,3.987,-31.402,145.244,34.268
-0.755,0.156,3.941,-32.622,172.073,31.524
-0.602,0.332,3.930,-27.317,195.915,30.183
-0.485,0.468,3.884,-39.024,229.817,22.988
-0.328,0.475,3.697,-50.488,264.146,20.427
-0.302,0.493,3.470,-53.720,303.476,13.293
-0.187,0.531,3.186,-57.378,338.232,9.512
-0.110,0.491,2.983,-52.256,365.488,2.744
-0.037,0.561,2.669,-54.390,421.220,-2.561
-0.017,0.536,2.081,-59.085,451.159,-1.220
0.056,0.660,1.564,-77.012,412.744,-14.817
0.251,0.577,1.625,-86.280,396.707,-33.780
0.245,0.462,1.702,-96.463,399.939,-21.341
0.122,0.528,1.247,-105.610,422.988,-36.951
0.414,0.412,0.894,-92.988,467.744,-33.537
0.266,0.387,0.439,-95.366,445.671,-36.890
0.392,0.349,0.481,-91.768,427.256,-46.829
0.378,0.281,0.326,-106.829,426.951,-48.780
0.351,-0.071,0.107,-119.024,441.707,-60.854
0.428,-0.149,-0.145,-141.768,446.646,-45.732
0.340,-0.179,-0.626,-140.854,452.012,-44.573
0.302,0.247,-0.925,-252.012,415.549,-33.963
0.355,-0.425,-0.979,-137.012,369.268,-59.329
-0.250,-0.561,-1.228,-188.293,369.329,-22.744
0.519,-0.184,-1.496,-180.305,344.085,-13.293
0.301,-0.485,-1.410,-153.476,314.268,-23.720
0.331,-0.140,-1.548,-171.707,303.415,7.317
0.124,-0.119,-1.845,-126.463,268.780,8.415
-0.028,-0.218,-1.903,-91.098,221.707,5.244
-0.080,-0.137,-1.851,-75.122,189.268,14.939
-0.088,0.053,-1.793,-66.768,156.098,16.768
-0.122,0.063,-1.677,-65.854,132.683,18.415
-0.220,0.055,-1.536,-60.122,110.366,18.963
-0.327,0.003,-1.352,-46.280,90.854,22.988
-0.288,0.106,-1.232,-40.000,79.085,26.159
-0.303,0.090,-1.105,-24.512,64.634,24.207
-0.314,0.093,-0.968,-21.098,57.256,22.561
-0.375,0.135,-0.875,-15.244,45.671,25.244
-0.429,0.167,-0.797,-6.341,42.134,24.756
-0.477,0.188,-0.749,-1.098,36.280,22.073
-0.555,0.142,-0.691,-1.280,31.829,17.439
-0.589,0.234,-0.658,4.329,24.817,22.927
-0.654,0.275,-0.635,9.146,19.817,14.634
-0.667,0.268,-0.643,11.829,19.329,15.305
-0.638,0.261,-0.646,14.634,11.341,11.585
-0.625,0.326,-0.649,18.293,-2.500,8.171
-0.677,0.300,-0.624,10.427,-12.317,1.646
-0.744,0.304,-0.535,7.134,-24.329,-1.037
-0.802,0.250,-0.490,1.402,-36.951,-7.134
-0.786,-0.042,-0.493,-1.646,-66.951,-4.695
-1.184,-0.213,0.439,-77.134,-59.695,-12.256
-1.024,0.061,0.046,28.780,-54.390,-4.512
-0.816,0.075,0.229,55.610,-80.854,7.012
-0.956,-0.021,0.462,23.659,-62.439,-8.720
-1.006,-0.335,0.670,34.207,-53.232,-2.805
-0.956,-0.312,0.774,21.951,-50.793,0.366
-1.013,-0.392,0.958,6.159,-38.841,-5.671
-1.041,-0.405,1.059,15.610,-26.829,1.159
-1.010,-0.232,1.091,5.732,-14.146,8.293
-1.035,-0.204,1.151,0.244,-1.159,2.561
-1.031,-0.202,1.162,6.341,8.171,6.098
-1.017,-0.082,1.138,7.622,16.951,8.354
-1.016,-0.011,1.122,-1.220,31.890,2.805
-1.026,0.072,1.063,-5.549,43.659,2.683
-0.990,0.124,1.006,-11.341,54.329,3.598
-0.991,0.178,0.922,-12.744,63.902,-0.976
-0.975,0.185,0.817,-10.732,72.134,-6.159
-0.954,0.208,0.703,-13.780,84.024,-9.512
-0.937,0.227,0.517,-10.244,87.866,-8.049
-0.921,0.228,0.338,-9.939,91.280,-10.732
-0.917,0.219,0.174,-7.317,90.671,-9.024
-0.896,0.150,0.013,-8.232,93.537,-11.098
-0.886,0.139,-0.167,-9.146,90.732,-19.024
-0.875,0.054,-0.304,-8.720,84.024,-20.976
-0.874,-0.004,-0.411,-3.963,67.561,-17.988
-0.865,-0.041,-0.478,-4.451,48.232,-21.402
-0.852,-0.045,-0.504,-2.927,35.549,-22.378
-0.867,-0.083,-0.495,-1.280,19.878,-20.854
-0.874,-0.088,-0.428,-2.988,8.354,-20.244
-0.881,-0.104,-0.346,0.488,-3.354,-22.256
-0.899,-0.104,-0.233,1.768,-13.659,-20.488
-0.896,-0.145,-0.119,2.195,-17.927,-22.500
-0.914,-0.150,0.011,5.549,-21.646,-20.366

1.387,-0.669,-0.742,137.561,-320.732,-29.329
1.642,0.213,-0.682,160.793,-302.317,1.524
-0.556,0.453,-0.763,142.988,-286.524,0.000
-0.738,-0.292,-0.935,100.854,-225.793,40.915
0.845,-0.369,-1.555,212.439,-293.110,-50.610
0.845,0.158,-0.955,253.841,-331.585,39.695
0.464,0.205,-1.133,209.939,-279.756,116.220
1.191,0.291,-1.519,241.402,-381.037,70.915
0.855,0.412,-1.282,177.500,-359.756,-49.878
0.592,0.103,-1.162,170.244,-413.171,-2.134
1.172,0.403,-0.902,133.720,-434.207,14.756
1.119,-0.089,-0.920,144.146,-485.671,-20.549
0.832,0.000,-0.486,83.476,-498.232,-4.268
0.552,-0.332,-0.115,136.098,-566.768,-19.695
1.051,-0.167,0.394,92.927,-592.805,1.829
0.702,-0.122,0.792,137.805,-599.939,-18.171
0.685,-0.390,1.421,147.134,-598.902,-1.402
0.386,-0.476,1.925,158.415,-599.451,1.524
0.670,-0.572,2.606,198.963,-613.354,25.671
0.622,-0.434,3.228,179.268,-619.268,21.463
0.350,-0.268,3.932,157.622,-599.756,33.049
0.125,-0.193,4.000,101.707,-563.171,40.061
-0.407,-0.374,4.000,103.232,-483.415,38.171
-0.203,-0.171,4.000,66.890,-419.024,47.927
-0.132,0.103,4.000,40.122,-357.195,37.683
-0.481,0.088,4.000,31.037,-289.451,37.195
-0.580,0.025,4.000,34.207,-191.341,29.512
-1.027,0.260,4.000,28.049,-94.512,34.085
-0.402,0.258,4.000,48.659,-11.037,18.598
-0.469,0.133,4.000,40.122,50.732,18.659
-0.503,-0.053,4.000,37.134,91.037,21.951
-0.446,-0.148,4.000,12.012,154.024,17.439
-0.537,-0.301,4.000,-9.390,214.573,24.634
-0.708,-0.324,4.000,-29.085,263.293,26.098
-0.663,-0.169,4.000,-55.732,297.500,30.793
-0.753,-0.098,4.000,-65.610,334.390,37.866
-0.600,0.061,3.426,-79.512,359.695,40.061
-0.492,0.308,2.926,-85.915,359.634,43.598
-0.581,0.430,2.507,-76.890,351.402,34.512
-0.314,0.503,2.170,-83.354,345.488,30.122
-0.390,0.569,1.919,-62.439,331.585,24.024
-0.378,0.626,1.703,-73.293,316.646,16.829
-0.362,0.604,1.593,-69.939,306.707,9.939
-0.125,0.655,1.437,-81.707,300.549,10.061
-0.133,0.630,1.374,-72.866,292.744,3.049
-0.099,0.591,1.315,-65.061,282.622,-5.549
-0.089,0.557,1.305,-69.085,273.902,-11.098
-0.113,0.579,1.253,-61.829,289.390,-15.976
-0.290,0.588,1.355,-64.939,280.610,-16.768
-0.170,0.451,1.436,-67.683,273.598,-28.110
-0.013,0.391,1.543,-67.927,274.451,-30.366
0.149,0.238,1.677,-88.415,332.500,-42.378
-0.142,0.383,1.963,-99.268,307.988,-42.317
0.258,0.117,1.726,-61.341,291.707,-48.293
0.295,0.079,1.784,-163.537,346.585,-45.915
0.101,-0.377,1.754,-183.780,371.159,-38.415
0.409,-0.338,1.941,-102.561,427.195,-28.049
0.574,0.101,1.317,-179.756,492.927,-19.817
0.418,-0.135,0.764,-127.073,500.671,-49.756
0.654,-0.093,0.469,-151.159,520.915,-14.329
0.525,0.229,-0.059,-143.354,531.707,-24.695
0.536,0.223,-0.577,-238.963,486.463,-26.220
0.553,0.053,-0.736,-185.793,448.293,-33.049
0.530,0.396,-1.012,-230.915,458.720,-25.000
0.307,0.307,-1.417,-202.561,440.061,-34.390
0.538,0.122,-1.759,-200.732,399.207,-29.939
0.461,0.169,-1.886,-186.768,354.817,-25.427
0.515,0.331,-1.932,-165.732,323.232,-16.829
0.268,0.286,-2.098,-166.646,300.000,-28.171
0.351,0.192,-2.162,-145.000,255.549,-20.976
0.221,0.239,-2.200,-151.890,233.476,-20.305
0.293,-0.257,-2.253,-118.963,218.476,-17.439
0.039,0.023,-2.454,-64.939,188.841,13.110
-0.165,0.313,-2.701,-56.646,148.841,14.024
-0.270,0.419,-2.694,-49.512,87.073,-1.220
0.398,-0.062,-2.722,-39.329,46.341,-24.207
-0.845,-0.561,-1.748,-24.329,-35.305,-21.037
-0.687,0.117,-0.950,-11.829,-41.341,18.598
-0.524,0.186,-1.112,28.293,-1.463,3.537
-0.695,0.208,-1.010,6.585,-9.878,-0.366
-1.052,-0.086,-0.780,32.561,-36.341,-5.366
-0.789,-0.042,-0.688,18.415,-41.402,-1.220
-0.906,-0.142,-0.419,-10.976,-43.049,-11.890
-0.898,-0.398,-0.138,19.817,-43.841,-5.061
-0.887,-0.309,-0.035,15.915,-18.780,4.207
-0.896,-0.294,-0.121,13.110,-13.780,2.378
-0.897,-0.288,-0.095,9.878,-18.293,1.707
-0.882,-0.293,-0.026,1.220,-25.976,3.537
-0.890,-0.293,0.103,12.683,-32.439,-0.671
-1.054,-0.312,0.213,12.622,-29.634,4.451
-1.001,-0.418,0.342,2.500,-24.390,1.037
-1.030,-0.400,0.422,-4.451,-14.207,3.232
-1.028,-0.329,0.485,-2.256,-4.939,8.293
-1.021,-0.250,0.536,-8.415,2.378,6.829
-1.015,-0.174,0.571,-6.768,11.402,10.671
-0.986,-0.085,0.534,-4.695,27.683,10.061
-1.052,-0.070,0.475,-3.110,31.707,10.549
-0.993,0.002,0.365,-2.805,41.829,6.037
-0.983,0.030,0.256,-1.829,42.683,3.720
-0.965,0.035,0.176,3.293,43.841,5.732
-0.962,0.004,0.042,4.146,45.366,4.268
-0.938,0.019,-0.041,3.415,39.329,3.476
-0.938,-0.007,-0.116,0.915,34.390,2.439
-0.948,-0.031,-0.162,1.890,28.476,1.098
-0.936,-0.031,-0.210,1.768,23.415,1.037
-0.928,-0.037,-0.187,2.317,16.402,-2.256
-0.922,-0.038,-0.178,3.415,9.512,-2.256
-0.939,-0.045,-0.148,4.451,1.159,0.671
-0.940,-0.061,-0.098,8.171,0.427,-2.500
-0.943,-0.070,-0.050,9.329,-2.134,-3.415
-0.937,-0.083,-0.025,4.207,-1.829,-3.841
-0.959,-0.123,0.025,10.000,-6.341,-2.134
-0.950,-0.126,0.046,12.073,-6.341,-6.159
-0.952,-0.179,0.060,10.732,-3.659,-2.622
-0.916,-0.174,0.039,14.878,-1.220,-0.183
-0.974,-0.204,0.003,9.451,-7.561,-1.037
-0.952,-0.226,0.054,13.354,-6.707,-1.098
-0.958,-0.260,0.009,8.780,-1.646,-1.098
-0.948,-0.256,0.032,11.159,-7.561,-1.280

1.197,-0.680,-4.000,219.207,-199.939,193.110
0.021,-0.339,-4.000,82.073,-944.024,660.976
-2.052,0.286,2.292,-264.695,-1998.049,229.329
2.247,1.076,4.000,219.207,-1607.439,-271.341
-0.953,0.312,4.000,29.451,-924.634,-267.988
-2.035,-0.854,4.000,-73.476,-219.329,-101.524
0.147,-0.789,4.000,104.146,437.134,-74.146
0.375,0.914,2.122,78.232,225.366,33.720
0.394,1.437,4.000,-232.561,-287.866,-85.183
-2.376,-2.817,4.000,-44.756,-159.512,-136.341
1.257,1.099,4.000,76.524,996.646,191.280
1.085,1.237,4.000,-245.671,728.049,-42.500
1.105,-0.103,4.000,-9.878,701.402,-32.805
1.457,1.369,4.000,-298.841,789.329,-2.134
1.197,0.969,4.000,-179.207,888.963,-24.634
2.112,1.463,3.553,-268.293,1048.537,-5.366
2.202,1.558,1.965,-246.280,1129.573,-28.232
2.651,1.340,-0.198,-200.305,1260.061,-21.890
2.673,1.643,-1.992,-219.695,1007.744,-89.329
2.233,1.560,-2.991,-265.854,780.610,-99.451
1.699,1.088,-2.125,-254.451,599.939,-124.878
1.710,0.492,-2.339,-211.220,615.793,-120.000
1.209,0.384,-2.675,-211.098,588.293,-107.317
1.431,0.126,-3.367,-170.915,484.634,-108.415
0.915,0.147,-3.579,-157.012,388.963,-79.512
0.970,-0.152,-3.434,-173.049,320.061,-75.488
0.481,0.243,-3.134,-74.512,252.866,-48.171
0.343,0.379,-3.085,-118.354,216.890,-63.110
0.062,-0.030,-3.095,-89.695,167.195,-51.159
0.088,0.019,-3.058,-98.476,135.305,-52.073
-0.044,0.014,-2.790,-106.707,64.329,-50.549
-0.022,0.018,-2.414,-93.963,5.976,-53.049
-0.194,-0.152,-2.092,-88.720,-36.524,-53.110
-0.456,-0.325,-1.485,-0.122,-84.695,-46.341
-0.520,-0.274,-0.779,53.780,-77.988,-18.841
-0.667,-0.264,-0.292,91.951,-16.280,-8.293
-0.639,-0.231,-0.450,104.024,10.366,-10.732
-0.524,-0.220,-0.231,106.646,3.415,-10.366
-0.446,0.036,-0.267,85.122,23.232,-14.817
-0.419,0.154,-0.261,64.329,28.110,-16.341
-0.412,-0.112,-0.331,48.902,26.768,-21.341
-0.489,-0.222,-0.375,9.512,19.268,-26.585
-0.385,-0.180,-0.379,21.098,6.951,-24.512
-0.603,-0.192,-0.296,-26.951,-8.841,-31.951
-0.752,-0.364,-0.087,-4.268,-23.537,-29.024
-0.802,-0.485,0.046,-12.317,-22.378,-28.476
-0.840,-0.470,0.232,-17.744,-34.634,-20.976
-0.770,-0.639,0.477,-14.024,-41.341,-16.220
-0.837,-0.335,0.697,-21.646,-25.366,-3.476
-0.801,-0.062,0.840,-10.000,-3.171,-6.220
-0.859,-0.087,1.010,-18.963,12.683,-22.561
-0.925,-0.183,1.051,-15.671,40.061,-11.280
-1.001,-0.284,0.776,-19.085,57.317,-8.841
-1.002,-0.230,0.798,-24.756,68.659,-11.463
-1.059,-0.193,0.623,-35.671,85.366,-12.073
-1.086,-0.208,0.513,-38.902,92.317,-15.671
-1.123,-0.199,0.332,-38.110,101.341,-15.854
-1.780,-0.611,0.226,7.927,104.329,-25.244
-0.891,-0.192,0.289,3.963,103.659,-10.732
-0.894,-0.365,-0.226,-11.768,115.000,-14.512
-0.880,-0.570,-0.472,27.744,69.939,-6.159
-1.018,-0.463,-0.492,-14.329,56.829,-5.183
-1.059,-0.552,-0.541,-53.415,49.573,-12.195
-0.964,-0.634,-0.562,-57.927,12.378,-5.976
-0.941,-0.671,-0.180,-57.561,-11.707,-0.671
-0.854,-0.644,0.092,-32.195,-13.537,8.902
-0.906,-0.697,0.242,-22.500,-31.280,13.049
-1.011,-0.681,0.583,-17.988,-24.634,21.646
-0.923,-0.492,0.756,31.829,-9.695,35.366
-0.912,-0.436,0.803,15.305,17.622,30.732
-0.917,-0.410,0.771,6.098,24.939,35.366
-0.799,-0.331,0.765,69.878,23.049,46.951
-0.805,0.045,0.812,39.573,35.183,39.512
-0.782,-0.082,0.961,92.622,59.512,40.244
-0.793,0.334,0.615,59.634,79.329,34.024
-0.817,0.122,0.561,24.878,87.744,28.049
-0.958,-0.036,0.331,37.012,82.561,29.695
-0.844,0.063,0.331,57.927,84.329,29.756
-0.865,-0.076,0.051,40.000,94.329,23.049
-0.908,0.114,-0.128,45.366,79.024,26.037
-0.802,0.140,-0.256,41.829,67.134,21.768
-0.817,0.183,-0.300,35.244,53.354,13.171
-0.826,0.254,-0.377,36.098,42.012,12.195
-0.824,0.137,-0.435,29.512,29.329,0.915
-0.824,0.104,-0.339,16.829,19.390,-1.951
-0.839,0.020,-0.346,4.146,5.183,-2.073
-0.857,-0.023,-0.200,12.683,-2.500,-8.841
-0.852,-0.037,-0.153,-0.061,-3.049,-9.939
-0.890,-0.169,-0.054,1.220,-7.805,-11.768
-0.897,-0.196,-0.044,1.402,-13.537,-11.220
-0.905,-0.253,0.066,0.549,-13.476,-12.744
-0.906,-0.292,0.103,1.829,-15.305,-11.585
-0.917,-0.284,0.149,0.366,-17.256,-8.659
-0.914,-0.338,0.199,1.951,-20.549,-6.951
-0.931,-0.344,0.246,1.341,-22.195,-9.634
-0.923,-0.343,0.318,0.244,-24.817,-9.085
-0.950,-0.377,0.377,-2.866,-20.366,-4.939
-0.951,-0.399,0.419,1.402,-16.951,-6.220
-0.953,-0.405,0.448,-3.780,-13.049,-4.512
-0.957,-0.406,0.474,-2.927,-10.427,-1.402
-0.958,-0.404,0.483,-3.293,-6.402,-3.415
-0.958,-0.398,0.491,-0.305,-5.671,1.402
-0.969,-0.414,0.494,-1.220,-2.195,5.610
-0.951,-0.388,0.491,2.195,-0.366,6.829
-0.979,-0.388,0.481,-0.793,-3.537,8.659
-0.969,-0.361,0.497,0.305,-0.549,9.573
-0.963,-0.331,0.525,-2.622,3.049,4.634
-0.960,-0.325,0.532,-6.037,6.890,4.756
-0.972,-0.307,0.560,-5.671,12.012,9.024
-0.958,-0.287,0.556,-5.854,14.878,9.512
-0.948,-0.252,0.535,-9.756,22.927,7.622
-0.960,-0.212,0.500,-8.537,27.195,8.171
-0.967,-0.169,0.456,-6.037,34.573,8.963
-0.973,-0.146,0.403,-11.951,36.402,7.134
-0.998,-0.166,0.330,-16.341,39.451,4.756
-0.946,-0.145,0.256,-10.366,42.927,5.732
-0.906,-0.176,0.178,-19.451,38.537,4.756
-0.901,-0.172,0.141,-19.878,38.415,1.341
-0.885,-0.190,0.027,-24.817,33.537,3.415

-0.769,-0.803,2.908,33.293,-42.683,-24.878
-0.698,-0.830,2.965,40.244,-37.866,-20.061
-0.707,-0.784,2.957,40.305,-32.012,-15.488
-0.742,-0.831,2.929,45.915,-25.549,-15.366
-0.779,-0.811,2.918,58.293,-19.451,-11.707
-0.879,-0.817,2.837,56.402,-13.415,-5.122
-1.013,-0.874,2.819,51.463,-11.524,-4.085
-1.101,-0.986,2.853,45.915,-7.500,3.780
-1.198,-0.921,2.944,36.829,-5.671,11.280
-1.073,-0.834,3.225,30.915,-4.634,14.451
-0.966,-0.761,3.518,27.927,26.402,19.695
-0.821,-0.742,3.633,19.817,48.902,15.671
-0.655,-0.690,3.771,34.939,83.841,19.390
-0.729,-0.688,3.674,8.293,126.768,21.890
-0.631,-0.664,3.565,5.183,153.293,24.878
-0.541,-0.543,3.367,-15.488,195.244,26.341
-0.435,-0.456,3.083,-30.732,223.902,32.012
-0.465,-0.385,2.796,-46.585,252.622,29.085
-0.430,-0.250,2.482,-57.561,277.134,31.037
-0.331,-0.186,2.195,-72.134,304.024,33.963
-0.251,-0.043,1.780,-87.927,326.829,25.671
-0.231,-0.155,1.364,-92.134,322.927,26.890
-0.173,0.007,1.125,-97.317,326.768,27.561
-0.121,0.061,0.852,-99.817,318.841,19.939
-0.171,0.032,0.531,-97.073,305.061,17.500
-0.186,0.121,0.386,-109.390,284.939,17.683
-0.212,-0.015,0.290,-110.549,277.256,6.220
-0.203,-0.079,0.142,-127.134,267.012,9.573
-0.205,-0.020,0.063,-122.500,246.524,8.232
-0.183,-0.034,0.073,-114.878,225.244,10.793
-0.184,-0.010,0.106,-119.451,222.744,9.878
-0.213,-0.139,0.063,-114.390,222.317,9.878
-0.231,0.017,0.113,-110.061,212.561,8.537
-0.114,-0.010,0.061,-94.939,219.817,6.280
-0.195,-0.121,0.001,-106.463,227.012,9.024
-0.274,-0.097,-0.057,-111.890,212.866,10.671
-0.273,-0.016,-0.094,-70.305,205.488,16.402
-0.149,0.043,-0.089,-74.817,221.707,10.549
-0.292,-0.040,-0.335,-66.402,205.549,1.707
-0.343,0.092,-0.379,-62.256,207.378,12.561
-0.364,-0.084,-0.570,-51.646,194.451,7.988
-0.334,-0.179,-0.720,-44.451,179.207,9.573
-0.353,-0.119,-0.770,-60.549,160.305,7.439
-0.464,-0.222,-0.764,-64.390,146.463,4.573
-0.458,-0.185,-0.810,-43.537,126.707,11.646
-0.648,-0.223,-0.876,-60.366,114.207,6.159
-0.584,-0.331,-0.749,-38.902,95.549,14.939
-0.803,-0.331,-0.776,-58.659,81.402,12.866
-0.917,-0.565,-0.457,-10.854,51.829,18.720
-0.586,-0.200,-0.524,-32.866,63.841,23.354
-0.782,-0.321,-0.458,-54.817,64.512,17.561
-0.760,-0.431,-0.427,-26.524,44.024,25.000
-0.684,-0.245,-0.226,-35.976,42.866,27.317
-0.770,-0.310,-0.221,-34.756,48.232,26.341
-0.779,-0.216,-0.214,-27.134,38.963,28.049
-0.804,-0.087,-0.176,-24.756,39.695,28.476
-0.814,-0.084,-0.182,-16.402,41.646,33.293
-0.808,-0.077,-0.230,-16.037,39.695,31.220
-0.855,-0.144,-0.268,-6.768,31.220,30.183
-0.849,-0.065,-0.292,5.854,19.695,29.634
-0.953,-0.132,-0.298,6.951,10.854,30.183
-0.814,-0.131,-0.228,15.549,-1.951,35.244
-0.837,-0.064,-0.173,23.049,-11.402,29.390
-0.834,0.001,-0.031,5.793,-12.317,27.927
-0.882,-0.119,0.045,6.951,-18.902,27.622
-0.877,-0.133,0.170,15.732,-31.707,24.573
-0.882,-0.140,0.340,11.037,-35.976,25.976
-0.960,-0.091,0.506,3.476,-26.402,24.146
-0.982,-0.196,0.583,18.659,-21.098,26.098
-0.933,-0.119,0.703,14.024,-7.927,25.549
-0.945,-0.080,0.743,3.902,8.720,22.561
