aX,aY,aZ,gX,gY,gZ
1.240,2.061,-2.581,112.866,-722.378,497.805
1.365,2.011,-2.331,94.329,-671.646,490.732
1.534,1.993,-2.332,75.061,-621.281,489.695
1.475,2.072,-2.284,54.512,-601.281,491.341
1.330,2.188,-2.090,28.841,-576.707,494.756
1.094,2.375,-1.915,4.878,-549.268,507.500
0.946,2.577,-1.807,-26.341,-522.195,523.841
0.714,2.832,-1.731,-56.280,-507.683,535.183
0.532,3.023,-1.718,-93.963,-490.061,543.476
0.365,3.265,-1.610,-132.012,-477.866,539.939
0.181,3.440,-1.715,-175.366,-474.390,524.085
0.163,3.534,-1.821,-214.634,-473.476,492.500
0.268,3.575,-1.848,-256.280,-481.341,441.707
0.338,3.497,-1.879,-286.341,-480.610,370.366
0.499,3.333,-1.881,-313.415,-474.512,290.732
0.650,3.198,-1.941,-336.159,-467.073,200.854
0.839,2.971,-2.034,-357.134,-472.805,105.305
1.081,2.666,-2.135,-371.524,-479.756,11.280
1.452,2.501,-2.204,-376.890,-495.305,-70.610
1.755,2.198,-2.107,-385.061,-506.037,-146.341
2.114,1.816,-1.955,-384.817,-486.402,-210.793
2.419,1.621,-1.964,-379.878,-476.524,-254.512
2.498,1.391,-2.040,-380.610,-471.159,-277.744
2.623,1.183,-2.244,-379.329,-459.756,-278.963
2.616,0.989,-2.417,-373.963,-457.744,-248.110
2.652,0.819,-2.408,-375.671,-446.220,-202.622
2.626,0.760,-2.366,-373.110,-436.463,-140.854
2.600,0.659,-2.405,-376.037,-413.963,-75.488
2.669,0.559,-2.341,-377.561,-400.854,-13.171
2.640,0.440,-2.300,-377.134,-382.988,44.939
2.703,0.391,-2.134,-384.817,-357.805,106.220
2.700,0.311,-2.002,-387.561,-326.341,163.415
2.688,0.175,-1.969,-392.805,-295.122,212.134
2.624,-0.009,-1.830,-396.037,-264.573,263.537
2.462,-0.140,-1.635,-400.244,-229.329,320.122
2.353,-0.243,-1.582,-405.000,-201.524,374.634
2.264,-0.335,-1.513,-410.427,-170.671,426.098
2.176,-0.471,-1.502,-413.415,-135.854,471.585
2.146,-0.545,-1.518,-413.171,-111.220,502.134
2.075,-0.622,-1.528,-417.073,-77.195,524.085
2.047,-0.692,-1.510,-415.305,-47.195,530.183
2.014,-0.753,-1.514,-414.634,-19.268,518.719
2.026,-0.815,-1.566,-413.780,6.829,494.329
2.029,-0.899,-1.604,-407.378,27.195,454.390
2.034,-1.036,-1.581,-404.390,50.671,398.049
2.048,-1.217,-1.560,-399.024,73.476,336.220
2.040,-1.415,-1.535,-391.768,99.756,262.805
2.054,-1.658,-1.534,-386.402,114.634,191.159
2.070,-1.878,-1.536,-376.524,128.963,118.049
2.105,-2.147,-1.489,-366.341,143.902,49.268
2.170,-2.405,-1.448,-355.000,152.073,-15.305
2.125,-2.614,-1.393,-337.927,170.915,-74.085
2.300,-2.851,-1.342,-320.183,170.976,-119.329
2.270,-3.015,-1.087,-304.817,182.805,-156.463
2.429,-3.216,-1.014,-282.012,204.512,-181.098
2.450,-3.315,-0.902,-259.451,212.744,-194.573
2.502,-3.391,-0.790,-237.805,230.793,-194.268
2.519,-3.453,-0.720,-212.256,241.280,-182.500
2.508,-3.415,-0.666,-189.634,255.610,-155.427
2.523,-3.349,-0.553,-167.988,275.244,-120.915
2.500,-3.242,-0.501,-144.756,293.780,-73.415
2.391,-3.114,-0.499,-126.098,317.134,-20.244
2.271,-2.929,-0.520,-105.122,343.049,42.744
2.078,-2.766,-0.564,-83.476,359.695,106.524
1.866,-2.567,-0.581,-68.354,378.232,170.061
1.632,-2.388,-0.580,-50.671,398.902,229.878
1.390,-2.192,-0.602,-30.488,407.988,283.232
1.104,-1.999,-0.620,-15.183,420.976,326.159
0.795,-1.809,-0.635,3.902,429.207,359.939
0.552,-1.633,-0.632,22.195,439.146,385.976
0.278,-1.471,-0.598,37.805,440.610,401.098
0.023,-1.377,-0.610,58.659,441.341,410.549

-0.999,-4.000,-3.316,288.841,661.463,-160.183
-1.044,-4.000,-3.354,306.159,669.146,-194.329
-1.152,-4.000,-3.417,321.341,676.037,-223.293
-1.211,-4.000,-3.591,339.695,680.122,-246.402
-1.273,-4.000,-3.684,354.085,686.037,-264.756
-1.405,-4.000,-3.814,374.573,685.976,-273.232
-1.519,-4.000,-4.000,402.683,701.585,-262.134
-1.546,-4.000,-4.000,442.988,682.500,-256.341
-1.828,-4.000,-4.000,475.488,696.159,-202.927
-1.941,-4.000,-4.000,515.061,711.402,-136.829
-2.158,-4.000,-4.000,555.488,715.549,-57.561
-2.384,-4.000,-4.000,597.256,702.927,33.780
-2.875,-4.000,-4.000,640.122,686.219,122.561
-3.221,-4.000,-4.000,680.427,680.488,203.415
-3.312,-3.555,-4.000,723.415,655.549,274.512
-3.796,-2.798,-4.000,765.122,613.537,321.707
-4.000,-1.969,-4.000,798.902,578.719,347.073
-4.000,-1.217,-4.000,829.268,544.939,358.902
-4.000,-0.581,-4.000,850.000,498.049,350.793
-4.000,0.177,-4.000,865.549,427.622,333.841
-4.000,0.813,-4.000,875.427,364.390,304.390
-4.000,1.446,-4.000,877.622,312.195,282.561
-4.000,2.143,-4.000,873.659,262.988,261.585
-4.000,2.713,-4.000,863.537,204.329,241.646
-4.000,3.586,-4.000,849.817,143.902,225.244
-4.000,4.000,-4.000,814.390,77.988,212.317
-4.000,4.000,-4.000,782.683,1.098,211.280
-4.000,4.000,-4.000,736.281,-64.756,216.890
-4.000,4.000,-4.000,686.098,-131.768,230.061
-4.000,4.000,-3.950,635.183,-189.451,254.390
-4.000,4.000,-3.535,579.024,-244.573,278.049
-4.000,4.000,-3.183,519.939,-317.805,310.976
-4.000,4.000,-2.712,454.878,-380.610,343.537
-4.000,4.000,-2.385,394.512,-430.549,369.146
-4.000,4.000,-2.128,330.000,-488.902,396.768
-3.802,4.000,-2.022,272.012,-534.390,422.256
-3.176,4.000,-1.731,217.134,-566.281,429.939
-2.567,4.000,-1.771,168.110,-591.159,433.415
-2.130,4.000,-1.602,124.146,-602.805,426.402
-1.547,4.000,-1.641,75.427,-605.122,411.159
-1.236,4.000,-1.614,36.585,-614.024,388.415
-0.944,3.813,-1.712,6.951,-609.695,361.585
-0.741,3.589,-1.692,-22.439,-605.854,332.988
-0.576,3.352,-1.670,-48.720,-601.524,305.915
-0.425,3.177,-1.731,-70.732,-595.366,282.866
-0.283,3.098,-1.800,-96.829,-591.951,262.012
-0.110,3.081,-1.853,-117.378,-588.171,240.000
0.105,3.064,-1.849,-145.183,-578.902,216.890
0.341,3.028,-1.857,-168.720,-573.598,193.720
0.562,2.967,-1.837,-187.622,-570.854,167.683
0.945,2.869,-1.822,-206.524,-565.549,128.049
1.399,2.657,-1.841,-222.988,-570.061,80.915
1.716,2.673,-1.629,-235.488,-560.610,14.207
2.084,2.629,-1.322,-240.854,-541.768,-65.061
2.564,2.414,-1.118,-238.720,-507.744,-150.915
2.839,2.293,-0.980,-229.451,-484.390,-237.622
2.974,2.156,-1.100,-225.244,-457.195,-317.195
2.956,2.026,-1.125,-218.476,-438.415,-364.024
2.968,1.976,-1.212,-209.512,-420.427,-383.598
3.089,1.872,-1.197,-206.585,-408.963,-373.659
2.904,2.009,-1.111,-201.402,-386.829,-333.720
2.847,1.815,-0.818,-203.354,-356.037,-262.073
2.795,1.799,-0.680,-205.854,-331.280,-171.768
2.646,1.716,-0.667,-219.085,-304.024,-62.744
2.543,1.658,-0.432,-229.939,-276.341,55.549
2.408,1.601,-0.293,-245.549,-243.171,178.232
2.235,1.528,-0.275,-262.622,-206.829,297.073
2.054,1.490,-0.312,-278.110,-179.085,410.427
1.859,1.478,-0.349,-297.866,-153.659,501.280
1.680,1.376,-0.359,-313.720,-124.573,575.366
1.503,1.296,-0.393,-330.427,-99.756,627.378
1.326,1.222,-0.473,-342.134,-83.049,652.195
1.169,1.145,-0.514,-349.390,-66.646,652.805
1.012,1.062,-0.535,-358.902,-49.451,629.939
0.896,0.982,-0.575,-363.780,-37.561,598.293
0.779,0.897,-0.590,-365.610,-28.780,549.024
0.670,0.853,-0.626,-370.366,-14.390,492.500
0.583,0.770,-0.675,-371.402,-10.488,428.720
0.502,0.708,-0.743,-373.720,-4.146,368.841
0.442,0.647,-0.772,-375.183,-1.829,307.073
0.430,0.597,-0.832,-376.707,3.354,255.732
0.418,0.542,-0.860,-380.305,7.744,202.073
0.421,0.476,-0.910,-381.280,7.744,155.854
0.425,0.400,-0.945,-382.927,11.037,118.902
0.457,0.333,-0.982,-385.122,12.195,79.329
0.489,0.227,-1.043,-387.805,11.768,57.988
0.510,0.105,-1.056,-391.037,13.476,33.963
0.505,-0.020,-1.047,-393.354,16.646,23.293
0.501,-0.134,-1.079,-398.780,15.488,12.683
0.515,-0.278,-1.180,-398.232,12.622,10.366
0.537,-0.437,-1.228,-399.939,9.756,6.159
0.535,-0.574,-1.241,-403.720,12.317,7.561
0.538,-0.737,-1.244,-407.256,16.707,11.951
0.566,-0.909,-1.261,-404.024,13.110,17.988
0.562,-1.102,-1.230,-403.415,11.707,24.146
0.602,-1.290,-1.203,-402.439,14.451,30.793
0.634,-1.481,-1.175,-400.793,16.220,44.573
0.673,-1.689,-1.096,-392.927,13.415,49.817
0.706,-1.895,-1.061,-385.061,18.293,52.195
0.743,-2.072,-1.002,-376.829,20.305,56.280
0.812,-2.258,-0.941,-364.573,21.646,59.817
0.860,-2.455,-0.863,-348.171,28.049,62.988
0.919,-2.670,-0.774,-333.598,31.524,62.378
1.085,-2.793,-0.677,-316.890,33.354,68.841
0.947,-2.941,-0.672,-291.890,44.634,73.171
1.055,-3.127,-0.468,-270.488,49.878,83.720
0.984,-3.162,-0.323,-249.268,62.500,96.707
0.958,-3.356,-0.272,-226.951,76.402,111.341
0.946,-3.498,-0.195,-201.341,87.988,137.256
0.821,-3.566,-0.102,-169.878,93.841,168.354
0.758,-3.571,-0.010,-145.244,102.744,201.159
0.652,-3.607,0.040,-118.720,115.671,236.280
0.509,-3.540,0.083,-90.854,126.037,267.500
0.367,-3.458,0.113,-64.939,126.220,295.915
0.183,-3.311,0.103,-38.780,132.622,318.537
0.062,-3.155,0.109,-16.829,132.439,333.415
-0.076,-2.968,0.109,6.159,129.695,340.183
-0.199,-2.820,0.142,28.049,123.415,334.939
-0.310,-2.657,0.155,48.963,118.354,326.646

-3.927,3.611,-1.666,385.915,-265.183,-59.878
-3.797,3.713,-1.656,371.463,-277.256,-55.915
-3.618,3.845,-1.595,360.244,-293.720,-52.561
-3.481,3.981,-1.524,348.780,-307.866,-48.963
-3.203,4.000,-1.466,335.549,-313.110,-47.134
-3.208,4.000,-1.440,322.378,-322.195,-45.488
-2.840,4.000,-1.381,308.354,-337.317,-54.085
-2.606,4.000,-1.264,283.659,-350.671,-61.646
-2.442,4.000,-1.211,254.390,-347.622,-78.476
-2.329,4.000,-1.178,223.476,-343.537,-94.207
-2.347,4.000,-1.130,193.537,-348.354,-99.146
-2.425,4.000,-1.118,160.305,-358.476,-101.524
-2.539,4.000,-1.097,120.732,-365.000,-89.756
-2.667,4.000,-1.127,74.634,-376.951,-70.610
-2.734,4.000,-1.259,23.659,-401.341,-44.817
-2.694,4.000,-1.411,-34.329,-426.402,-9.878
-2.512,4.000,-1.496,-89.817,-462.012,22.622
-2.165,4.000,-1.589,-151.829,-491.402,50.183
-1.661,4.000,-1.661,-203.963,-521.524,69.268
-0.963,4.000,-1.668,-251.280,-537.683,75.976
-0.567,4.000,-1.867,-301.707,-534.878,67.988
0.080,4.000,-2.040,-334.146,-526.219,50.244
0.714,4.000,-2.327,-375.061,-523.049,19.573
1.437,4.000,-2.486,-416.646,-534.146,-23.902
2.020,4.000,-2.705,-455.671,-537.134,-78.476
2.630,4.000,-2.823,-480.732,-517.622,-137.378
3.218,4.000,-2.827,-500.366,-490.488,-200.427
3.723,4.000,-2.926,-518.415,-460.488,-268.415
4.000,4.000,-3.031,-533.171,-434.817,-317.561
4.000,4.000,-2.919,-550.000,-401.037,-364.939
4.000,4.000,-2.983,-558.659,-358.902,-382.866
4.000,3.789,-3.073,-573.354,-325.976,-386.220
4.000,3.500,-3.412,-585.305,-297.683,-365.549
4.000,3.239,-3.646,-595.732,-269.573,-329.573
4.000,2.888,-3.554,-617.622,-243.537,-273.232
4.000,2.396,-3.355,-635.000,-212.134,-204.390
4.000,1.975,-3.271,-649.451,-163.963,-134.390
4.000,1.481,-3.243,-658.354,-122.866,-56.220
4.000,0.989,-3.251,-666.159,-89.207,12.195
3.829,0.542,-3.238,-667.988,-48.780,79.146
3.506,0.157,-2.999,-668.232,-21.159,138.354
3.351,-0.208,-2.938,-664.451,15.366,190.549
3.124,-0.534,-2.801,-652.195,40.854,235.854
2.923,-0.805,-2.696,-643.598,73.720,271.951
2.784,-1.060,-2.409,-626.341,102.988,291.463
2.585,-1.256,-2.373,-605.854,137.134,296.768
2.426,-1.477,-2.228,-584.146,161.402,286.341
2.106,-1.576,-2.179,-558.049,185.366,267.561
2.070,-1.765,-2.045,-535.854,205.671,237.927
1.795,-1.782,-1.921,-510.732,224.817,200.671
1.586,-1.794,-1.800,-485.061,239.634,160.976
1.391,-1.852,-1.712,-462.317,250.976,122.012
1.152,-1.872,-1.601,-434.756,258.902,89.451
0.979,-1.846,-1.473,-417.317,263.354,54.512
0.830,-1.835,-1.387,-396.829,268.110,22.439
0.712,-1.811,-1.313,-375.122,266.646,-3.415
0.643,-1.789,-1.230,-358.841,265.732,-31.280
0.579,-1.758,-1.168,-340.732,266.098,-57.439
0.533,-1.718,-1.091,-323.537,261.037,-81.585
0.476,-1.713,-1.033,-307.744,264.939,-97.805
0.442,-1.677,-1.000,-293.780,266.707,-116.646
0.363,-1.647,-0.993,-281.159,270.427,-123.780
0.268,-1.617,-0.973,-269.024,267.317,-123.598
0.169,-1.607,-0.975,-257.622,273.476,-118.780
0.079,-1.610,-0.984,-248.476,268.963,-99.207
-0.046,-1.655,-0.951,-238.902,266.037,-78.354
-0.189,-1.740,-0.873,-231.768,264.512,-50.183
-0.326,-1.815,-0.810,-219.085,257.012,-18.841
-0.472,-1.891,-0.755,-211.707,257.744,18.598
-0.568,-1.977,-0.663,-203.841,250.610,57.256
-0.653,-1.998,-0.649,-189.878,247.012,95.915
-0.773,-2.009,-0.624,-174.878,242.134,126.159
-0.865,-2.020,-0.559,-160.427,238.293,163.110
-0.991,-2.056,-0.538,-144.329,235.915,188.598
-1.096,-2.062,-0.519,-126.220,229.756,210.732
-1.225,-2.079,-0.498,-112.073,224.634,217.195
-1.352,-2.096,-0.428,-93.171,218.293,222.744
-1.493,-2.090,-0.307,-77.012,208.110,217.622
-1.561,-2.169,-0.320,-56.524,202.256,207.439
-1.620,-2.157,-0.241,-38.171,187.134,193.049
-1.925,-2.116,-0.282,-19.817,175.610,178.354
-1.939,-2.030,-0.234,-3.659,156.646,160.549
-2.047,-2.020,-0.173,13.476,140.732,138.537
-2.114,-1.983,-0.090,32.073,129.756,119.024
-2.167,-1.934,-0.133,49.878,116.280,97.439
-2.156,-1.867,-0.161,65.488,100.488,78.232
-2.132,-1.790,-0.139,81.463,82.866,59.207
-2.086,-1.707,-0.105,92.927,64.207,40.610
-1.993,-1.603,-0.062,106.951,55.854,24.878
-1.920,-1.506,-0.031,119.207,39.512,14.207
-1.833,-1.396,0.003,130.915,31.829,4.207
-1.758,-1.291,0.001,137.256,26.951,-4.085
-1.676,-1.171,0.031,144.695,17.134,-7.317
-1.606,-1.072,0.066,151.280,13.476,-4.024
-1.514,-0.937,0.105,156.280,2.378,2.073
-1.445,-0.820,0.124,158.415,0.305,9.756
-1.379,-0.696,0.126,162.073,-4.024,18.659
-1.292,-0.548,0.151,162.500,-7.500,30.305
-1.234,-0.433,0.150,164.817,-11.585,44.207
-1.171,-0.308,0.163,160.671,-13.293,53.476
-1.086,-0.208,0.196,161.402,-19.573,67.256
-1.038,-0.102,0.252,160.732,-19.024,75.061
-0.959,-0.017,0.249,154.024,-16.341,79.634
-0.928,0.039,0.281,149.634,-18.720,86.341
-0.874,0.117,0.317,147.683,-18.171,87.866
-0.825,0.163,0.356,142.805,-17.561,91.890
-0.782,0.212,0.394,138.476,-16.037,89.329
-0.753,0.237,0.383,139.146,-20.000,88.415
-0.720,0.288,0.412,134.512,-16.037,87.683
-0.714,0.305,0.447,131.098,-15.366,82.927
-0.673,0.325,0.496,128.841,-12.378,78.659
-0.705,0.386,0.514,123.476,-10.854,74.268
-0.691,0.417,0.544,116.402,-9.329,67.195
-0.664,0.435,0.590,113.841,-11.768,65.427
-0.670,0.451,0.619,109.695,-8.841,56.402
-0.659,0.469,0.650,104.573,-4.390,50.305
-0.644,0.501,0.684,99.085,-6.098,46.524
-0.658,0.513,0.691,95.061,0.061,39.817
-0.632,0.523,0.711,87.256,-0.671,40.976

4.000,-2.973,-2.392,461.220,-286.646,-87.927
4.000,-2.607,-2.659,488.963,-268.659,-56.098
4.000,-2.346,-2.672,487.012,-240.244,-23.415
4.000,-2.410,-2.576,499.329,-220.183,0.244
4.000,-1.978,-2.667,510.183,-202.195,27.256
4.000,-1.909,-2.780,513.598,-176.707,49.329
4.000,-1.760,-2.803,523.171,-157.378,75.793
4.000,-1.538,-2.821,531.768,-125.244,99.512
4.000,-1.327,-2.980,537.988,-91.890,116.220
4.000,-1.145,-3.009,545.793,-68.659,130.610
4.000,-1.000,-3.105,555.305,-49.085,136.707
4.000,-0.856,-3.104,561.768,-31.829,131.707
4.000,-0.635,-3.057,576.524,-26.463,123.598
4.000,-0.375,-3.042,587.134,-9.878,112.195
4.000,-0.029,-3.076,597.317,-0.915,96.768
4.000,0.285,-3.119,603.171,7.927,88.171
4.000,0.646,-3.134,609.207,17.500,80.488
4.000,0.990,-3.102,605.976,34.146,77.378
4.000,1.374,-3.065,606.341,44.268,80.122
4.000,1.710,-3.005,600.000,57.439,85.915
4.000,2.073,-2.974,590.854,69.146,98.780
4.000,2.345,-2.919,577.134,79.634,105.671
4.000,2.664,-2.780,562.378,91.829,122.256
4.000,2.972,-2.725,545.061,100.122,128.476
4.000,3.271,-2.662,525.671,116.402,135.305
4.000,3.540,-2.510,504.329,142.622,136.707
4.000,3.760,-2.255,480.610,166.220,135.305
4.000,3.892,-2.269,451.829,210.427,127.805
4.000,3.796,-2.460,427.134,241.585,112.256
4.000,3.875,-2.288,404.268,274.268,86.890
4.000,3.966,-2.224,384.024,289.207,56.707
4.000,4.000,-2.034,359.695,340.488,22.683
4.000,3.950,-2.158,334.634,396.037,-12.195
4.000,4.000,-1.923,314.146,425.244,-50.732
3.500,4.000,-1.888,290.061,446.707,-94.573
3.015,4.000,-1.867,261.463,456.585,-132.805
2.517,4.000,-1.767,232.927,472.744,-167.500
1.939,4.000,-1.681,206.037,485.122,-196.159
1.610,4.000,-1.731,177.500,497.805,-226.098
1.314,4.000,-1.703,148.598,492.561,-243.476
0.903,4.000,-1.620,123.659,486.402,-253.049
0.487,4.000,-1.739,92.561,499.573,-254.024
0.152,3.953,-1.787,64.390,504.024,-243.476
-0.133,3.907,-1.782,38.415,488.232,-234.695
-0.353,3.968,-1.853,2.805,466.463,-220.061
-0.656,3.631,-1.795,-26.585,447.805,-216.098
-0.861,3.615,-1.758,-59.878,430.488,-210.549
-1.013,3.515,-1.675,-79.268,416.220,-209.634
-1.141,3.377,-1.635,-103.171,398.902,-213.110
-1.226,3.332,-1.615,-126.037,372.683,-215.244
-1.281,3.229,-1.598,-155.793,349.207,-225.732
-1.308,3.066,-1.600,-182.378,329.878,-230.061
-1.312,2.915,-1.636,-206.341,317.683,-237.927
-1.337,2.769,-1.678,-228.780,302.195,-240.427
-1.371,2.608,-1.663,-247.134,285.854,-241.829
-1.450,2.442,-1.627,-266.890,273.354,-242.805
-1.539,2.263,-1.629,-283.720,257.683,-233.049
-1.608,2.110,-1.675,-301.463,245.854,-226.159
-1.694,1.905,-1.712,-315.366,230.427,-207.317
-1.778,1.749,-1.721,-332.073,214.024,-188.902
-1.831,1.577,-1.737,-344.512,193.841,-165.488
-1.832,1.440,-1.715,-357.256,178.902,-139.817
-1.854,1.344,-1.679,-366.341,156.037,-121.585
-1.790,1.197,-1.531,-377.927,145.122,-103.354
-1.788,1.063,-1.555,-380.793,129.085,-88.659
-1.673,0.937,-1.611,-383.963,113.049,-77.256
-1.598,0.802,-1.658,-393.110,105.427,-65.610
-1.533,0.686,-1.638,-394.695,94.146,-62.988
-1.486,0.596,-1.588,-401.098,91.402,-62.195
-1.423,0.514,-1.549,-406.159,84.390,-61.402
-1.392,0.401,-1.505,-406.463,72.012,-63.476
-1.350,0.325,-1.457,-411.037,67.134,-68.415
-1.303,0.248,-1.406,-412.134,58.963,-77.927
-1.276,0.168,-1.415,-412.073,50.366,-83.780
-1.209,0.096,-1.424,-414.329,41.585,-89.451
-1.221,0.029,-1.413,-414.207,37.744,-101.524
-1.155,-0.042,-1.437,-415.671,25.854,-111.463
-1.126,-0.138,-1.408,-416.463,15.732,-117.317
-1.098,-0.228,-1.370,-421.098,8.720,-123.110
-1.080,-0.324,-1.311,-421.524,0.122,-126.037
-1.052,-0.401,-1.353,-420.244,-13.720,-130.610
-1.068,-0.512,-1.386,-422.439,-25.976,-126.402
-1.056,-0.590,-1.362,-421.402,-42.195,-120.610
-1.031,-0.735,-1.345,-421.220,-53.598,-114.756
-0.987,-0.877,-1.343,-419.695,-69.207,-100.488
-0.949,-1.028,-1.294,-417.744,-86.280,-83.780
-0.914,-1.191,-1.235,-420.183,-95.915,-62.256
-0.916,-1.333,-1.160,-414.207,-116.829,-42.378
-0.869,-1.489,-1.090,-409.573,-132.866,-17.866
-0.826,-1.619,-0.997,-402.500,-148.354,7.561
-0.770,-1.767,-0.943,-400.549,-166.646,31.646
-0.690,-1.923,-0.853,-390.305,-182.317,59.146
-0.622,-2.080,-0.740,-383.232,-194.146,79.695
-0.513,-2.227,-0.677,-369.634,-210.000,99.451
-0.414,-2.331,-0.593,-361.341,-220.488,109.695
-0.291,-2.470,-0.499,-342.622,-232.561,117.012
-0.174,-2.625,-0.489,-326.768,-239.573,114.939
-0.044,-2.724,-0.461,-310.732,-246.768,107.012
0.102,-2.812,-0.365,-287.744,-254.390,89.817
0.216,-2.894,-0.260,-270.366,-258.780,68.537
0.358,-2.961,-0.203,-249.268,-257.622,42.500
0.500,-2.975,-0.171,-225.732,-258.841,16.402
0.623,-2.942,-0.133,-204.817,-256.646,-11.220
0.734,-2.960,-0.151,-184.146,-255.244,-35.610
0.850,-2.815,-0.129,-159.756,-255.610,-58.049
0.953,-2.905,-0.143,-140.427,-247.439,-81.768
0.991,-2.886,0.005,-120.305,-238.902,-87.317
1.063,-2.797,-0.030,-99.451,-235.183,-90.061
1.124,-2.684,0.187,-82.256,-228.963,-86.524
1.154,-2.662,0.220,-64.207,-224.146,-75.061
1.156,-2.618,0.282,-48.110,-206.890,-54.573
1.197,-2.525,0.256,-26.159,-208.659,-26.890
1.152,-2.408,0.372,-13.841,-201.402,6.463
1.219,-2.315,0.356,-6.280,-193.841,41.463
1.228,-2.200,0.254,6.159,-185.244,80.549
1.215,-2.065,0.309,17.866,-183.720,121.341
1.222,-1.936,0.291,23.963,-184.268,157.378
1.230,-1.860,0.290,29.817,-180.000,186.768
1.220,-1.773,0.269,37.134,-175.000,209.268

-4.000,0.388,-2.198,-517.256,333.963,406.646
-4.000,0.375,-2.265,-513.781,320.244,390.000
-4.000,0.394,-2.097,-517.073,310.366,370.366
-4.000,0.271,-2.019,-523.293,300.732,351.707
-4.000,0.176,-2.078,-520.793,291.524,328.293
-4.000,0.098,-2.126,-529.512,283.049,304.695
-4.000,-0.036,-2.229,-525.732,259.329,271.707
-4.000,-0.137,-2.275,-530.427,226.829,227.256
-4.000,-0.274,-2.235,-536.281,200.305,183.293
-4.000,-0.563,-2.231,-538.537,174.024,142.317
-4.000,-0.775,-2.381,-543.354,152.317,113.537
-4.000,-0.999,-2.413,-544.878,116.098,87.927
-4.000,-1.261,-2.500,-543.171,78.232,78.780
-4.000,-1.442,-2.452,-545.488,46.463,76.768
-4.000,-1.642,-2.483,-546.524,18.293,92.439
-4.000,-1.841,-2.493,-541.768,-10.793,116.768
-4.000,-2.046,-2.584,-543.232,-37.134,151.037
-4.000,-2.033,-2.566,-542.500,-56.341,192.561
-4.000,-2.365,-2.665,-537.866,-85.549,239.207
-4.000,-2.429,-2.694,-533.354,-107.439,281.890
-4.000,-2.524,-2.684,-534.207,-125.488,320.366
-4.000,-2.572,-2.749,-532.805,-135.122,339.756
-4.000,-2.638,-2.850,-526.219,-145.793,350.976
-3.956,-2.722,-2.791,-521.281,-159.024,343.780
-3.954,-2.815,-2.754,-508.598,-168.841,324.817
-3.912,-2.950,-2.857,-497.683,-179.207,284.756
-3.895,-3.094,-2.982,-481.585,-194.146,229.573
-3.849,-3.258,-2.963,-464.939,-217.927,157.378
-3.833,-3.456,-2.885,-440.976,-240.061,77.378
-3.757,-3.653,-2.870,-415.366,-263.049,-6.220
-3.672,-3.868,-2.849,-387.012,-291.280,-88.537
-3.528,-4.000,-2.750,-353.780,-327.317,-171.463
-3.344,-4.000,-2.654,-313.537,-365.610,-246.341
-3.072,-4.000,-2.558,-268.720,-399.695,-310.671
-2.722,-4.000,-2.454,-225.427,-432.683,-358.110
-2.326,-4.000,-2.283,-179.024,-462.317,-388.232
-1.894,-4.000,-2.114,-130.183,-485.549,-402.683
-1.409,-4.000,-1.979,-78.171,-507.927,-407.439
-0.951,-4.000,-1.911,-24.146,-517.988,-396.341
-0.436,-4.000,-1.758,26.280,-524.878,-376.220
0.143,-4.000,-1.652,77.866,-527.500,-359.878
0.586,-4.000,-1.543,122.012,-517.622,-341.524
1.035,-4.000,-1.525,172.988,-501.037,-318.659
1.527,-4.000,-1.562,234.085,-484.085,-298.354
1.908,-4.000,-1.585,275.854,-463.293,-276.585
2.284,-4.000,-1.665,326.890,-431.585,-265.305
2.535,-4.000,-1.531,365.183,-397.805,-252.744
2.415,-4.000,-1.563,405.244,-359.512,-244.878
2.749,-3.517,-1.758,439.268,-333.598,-240.976
2.799,-3.223,-1.788,461.402,-292.988,-234.390
2.734,-2.815,-1.875,485.732,-260.305,-235.305
2.773,-2.502,-1.951,506.098,-236.890,-235.122
2.578,-1.798,-1.933,522.195,-201.768,-249.207
2.583,-1.291,-1.875,529.329,-178.354,-259.268
2.542,-0.759,-1.812,540.366,-152.988,-268.963
2.397,-0.353,-1.721,537.927,-123.902,-277.195
2.323,0.052,-1.703,535.122,-99.512,-287.256
2.275,0.329,-1.724,520.488,-79.146,-288.354
2.269,0.653,-1.543,509.939,-51.768,-286.585
2.229,0.790,-1.585,498.171,-30.854,-279.695
2.135,0.968,-1.516,478.110,-5.854,-268.476
2.069,1.124,-1.467,463.537,13.963,-258.780
2.007,1.240,-1.347,446.524,39.451,-246.098
1.925,1.360,-1.239,430.488,57.744,-228.354
1.855,1.480,-1.159,418.354,73.659,-213.720
1.787,1.605,-1.053,400.061,89.878,-205.610
1.706,1.699,-0.974,378.902,105.915,-195.305
1.599,1.817,-0.886,361.707,119.024,-185.915
1.521,1.880,-0.782,340.366,133.598,-178.476
1.441,1.936,-0.721,320.915,146.585,-172.561
1.386,1.978,-0.664,305.061,159.939,-167.195
1.311,2.029,-0.579,284.512,170.549,-164.329
1.235,2.078,-0.442,259.329,181.159,-155.061
1.173,2.090,-0.333,240.488,193.293,-148.171
1.105,2.085,-0.276,217.500,202.683,-139.573
1.027,2.090,-0.255,193.659,217.927,-130.305
0.968,2.078,-0.281,171.951,225.854,-128.110
0.918,2.049,-0.326,154.695,238.537,-123.780
0.819,2.008,-0.332,133.841,246.037,-123.780
0.742,1.969,-0.351,112.134,254.512,-126.341
0.645,1.885,-0.340,94.329,263.841,-129.695
